,Centre,Addresse,Quartier,Lat,Lon,NOM
60,Jardins Queen Elizabeth,"4333 Rue Sherbrooke O, Montréal, QC H3G 1E2",Westmount,45.48959,-73.59027,Westmount
61,Bois Summit,"36 Cercle Summit, Westmount, QC H3Y 1B3",Westmount,45.49180,-73.60723,Westmount
62,Parc Argyle,"Av. Argyle, Westmount, QC",Westmount,45.48907,-73.60261,Westmount
63,Murray Park,"4481 Av. Montrose, Westmount, QC H3Y 2B4",Westmount,45.48511,-73.60313,Westmount
64,Parc Devon,"Av. Upper Belmont, Westmount, QC H3Y 1J9",Westmount,45.48843,-73.61660,Westmount
65,Père-Louis-Trempe Nature Reserve,"24 Av. Devon, Westmount, QC H3Y 1L2",Westmount,45.49011,-73.61676,Westmount
66,Parc Dorval,"95 Chem. du Bord-du-Lac-Lakeshore, Dorval, QC H9S 5X1",Dorval,45.440799,-73.722641,Dorval
67,Parc du Millénaire,"230 Chem. du Bord-du-Lac-Lakeshore, Dorval, QC H9S 3W1",Dorval,45.439268,-73.724906,Dorval
68,Parc Saint-Charles,"88 Av. Saint-Charles, Dorval, QC H9S 3T3",Dorval,45.438203,-73.728484,Dorval
69,Parc Jean-Paul-Bernier,"330 Av. Dawson, Dorval, QC H9S 1W5",Dorval,45.441556,-73.72915,Dorval
70,Parc Windsor,"1060 Av. Dawson, Dorval, QC H9S 1X8",Dorval,45.441503,-73.748091,Dorval
71,Parc Pine Beach,"1695 Chem. du Bord-du-Lac-Lakeshore, Dorval, QC H9S 2E8",Dorval,45.440925,-73.762596,Dorval
72,Parc Westwood,"Av. Thorncrest, Dorval, QC H9P 2R5",Dorval,45.456256,-73.764731,Dorval
73,Parc Ballantyne,"520 Boul. Bouchard, Dorval, QC H9S 1B2",Dorval,45.446989,-73.7328117,Dorval
74,Parc Neptune,"Bd Neptune, Dorval, QC H9S 2P4",Dorval,45.443319,-73.767338,Dorval
75,Parc Jacques-de-Lesseps,"700 Av. Jenkins, Dorval, QC H9P 2W6",Dorval,45.4618644,-73.7302217,Dorval
76,Parc Royal Dixie,"514 Av. Bourke, Dorval, QC H9S 3X2",Dorval,45.447339,-73.722972,Dorval
77,Parc canin de Surrey,"755 Bd Graham, Dorval, QC H9P 2B7",Dorval,45.455734,-73.774515,Dorval
78,Parc Walters,"135 Bd Pine Beach, Dorval, QC",Dorval,45.4497631,-73.7640685,Dorval
79,Parc Canin St Veronica,"Dorval, QC H9S 1M6",Dorval,45.444509,-73.75663,Dorval
80,Parc Summerlea,"Montréal, QC H8T 1S3",Dorval,45.438387,-73.715738,Dorval
81,Parc Hampstead,"30 Rue Lyncroft, Hampstead, QC H3X 3E3",Hampstead,45.483097,-73.643806,Hampstead
82,Parc Gayton,"8 Rue Gayton, Hampstead, QC H3X 1K7",Hampstead,45.4774958,-73.6474697,Hampstead
83,Parc Ellerdale,"15 Ellerdale Road, Hampstead, QC H3X 1S5, Canada",Hampstead,45.4789739,-73.6365118,Hampstead
84,Parc Langhorne,"240 Rue Dufferin, Hampstead, QC H3X 2Y1",Hampstead,45.481801,-73.637758,Hampstead
85,Applewood Park,"21 Rue Applewood #5, Hampstead, Quebec",Hampstead,45.4793308,-73.6518376,Hampstead
86,Parc Aldred,"Croissant Aldred, Hampstead, QC",Hampstead,45.484248,-73.653947,Hampstead
87,Parc Kirkland,"81 Rue Park Ridge, Kirkland, QC H9J 1P9",Kirkland,45.443836,-73.862182,Kirkland
88,Parc Harris,"17178 Bd Brunswick, Kirkland, QC H9J 1K9",Kirkland,45.452144,-73.869927,Kirkland
89,Parc Bassett-Spiers,"100 Rue de St Tropez, Kirkland, QC H9J 2K6",Kirkland,45.439495,-73.8778,Kirkland
90,Parc des Bénévoles,"3232 Rue Jean-Yves, Kirkland, QC H9J 2R6",Kirkland,45.442189,-73.889054,Kirkland
91,Meades Park,"Boul Hymus, Kirkland, QC H9H 3W7",Kirkland,45.449445,-73.849629,Kirkland
92,Parc Héritage,"26 Rue Heritage, Kirkland, QC H9J 3J9",Kirkland,45.440914,-73.900797,Kirkland
93,Parc Robbie-Loftus,"2-12 Rue du Cabernet, Kirkland, QC H9H 5E1",Kirkland,45.460584,-73.854722,Kirkland
94,Parc Letarte,"19 Rue Pearson, Kirkland, QC H9J 1R2",Kirkland,45.442928,-73.865166,Kirkland
95,Parc Ecclestone,"Granada St, Kirkland, Quebec H9H 5J5",Kirkland,45.451969,-73.84046,Kirkland
96,Parc Gibson,"145 Rue Macdonald, Kirkland, QC H9J 3Z3",Kirkland,45.443329,-73.895974,Kirkland
97,Parc Holleuffer,"75 Rue Charlevoix, Kirkland, QC H9J 2T6",Kirkland,45.450793,-73.876246,Kirkland
98,Parc Moreau,"45 Cherry Ln, Kirkland, Quebec H9H 3G5",Kirkland,45.467059,-73.857881,Kirkland
99,Parc Terry Fox,"Kirkland, QC H9H 4Z7",Kirkland,45.446375,-73.849783,Kirkland
100,Parc Canvin,"16-10, Cambridge St, Kirkland, Quebec H9H 3R8",Kirkland,45.44641,-73.840104,Kirkland
101,Parc de la Jonquille,"19 Rue de la Jonquille, Kirkland, QC H9H 5A3",Kirkland,45.457391,-73.857202,Kirkland
102,Parc Houde,"24 Rue Oak-Court, Kirkland, QC H9J 2N4",Kirkland,45.443543,-73.902605,Kirkland
103,Parc du Chablis,"16 Rue du Chablis, Kirkland, QC H9H 5A9",Kirkland,45.459745,-73.851251,Kirkland
104,Parc Place Lacroix,"6 Pl. Lacroix, Kirkland, QC H9J 3W5",Kirkland,45.448132,-73.881875,Kirkland
105,Parc Dance,"104 Rue Alta-Vista, Kirkland, QC H9J 2H3",Kirkland,45.440275,-73.863328,Kirkland
106,Parc des Lilas,"46 Rue des Lilas, Kirkland, QC H9J 4A7",Kirkland,45.447525,-73.883987,Kirkland
107,Parc Roland-McDuff,"77 Av. Marien, Montréal-Est, QC H1B 4V1",Montréal-Est,45.445401,-73.650166,Montréal-Est
108,Parc du Vieux-Moulin,"11613 Rue Notre Dame E, Pointe-aux-Trembles, QC H1B 2X6",Montréal-Est,45.634633,-73.493082,Montréal-Est
109,Parc des Vétérans,"312 des Vétérans, Montréal-Est, Quebec H1B 5B7",Montréal-Est,45.63163,-73.508255,Montréal-Est
110,Parc de l'Hôtel-de-Ville,"11243 Rue Sainte-Julie, Montréal-Est, QC H1B 0A7",Montréal-Est,45.628129,-73.497552,Montréal-Est
111,Parc Édouard-Rivet,"Av. Lesage, Montréal-Est, QC H1B 2V7",Montréal-Est,45.628521,-73.499374,Montréal-Est
112,Parc Philias-Desrochers,"Av. Lelièvre, Montréal-Est, QC H1B 2V7",Montréal-Est,45.629912, -73.499975,Montréal-Est
113,Parc de la Traversée,"1e Ave, Montreal, Quebec H1B 2P4",Montréal-Est,45.634465,-73.497004,Montréal-Est
114,Parc Saint-Jean-Baptiste,"1050 Bd Saint-Jean-Baptiste, Pointe-aux-Trembles, QC H1B 4G8",Montréal-Est,45.639672,-73.499039,Montréal-Est
115,Parc Montréal-Est,"39 Av. David, Montréal-Est, QC H1L 3T3",Montréal-Est,45.612517,-73.511002,Montréal-Est
