Nom,Rue,postalCode,Latitude,Longitude,reviewsCount,totalScore
Escondite Drummond,1224 Rue Drummond,H3G 1V7,45.49794,-73.5731971,843,4.5
Don Nopal - Paradis Montreal inc,4427 R. Saint-Denis,H2J 2L2,45.5236246,-73.5817496,371,4.3
Le Karisma Taco Bar,114 Av. Laurier O,H2T 2N7,45.5214448,-73.5939873,205,4.6
LE CENTRAL,30 Sainte-Catherine O,H2X 0C8,45.5095584,-73.5638499,1371,4.6
Super Taco,500A Rue Bélanger,H2S 1G4,45.5379657,-73.6110015,619,4.3
La Tóxica Mtl,7217 Rue St-Hubert,H2R 2N2,45.5412718,-73.614201,41,4.1
La Matraca,4607 R. Saint-Denis,H2J 2L4,45.5247333,-73.5841722,861,4.3
Quesada Burritos & Tacos,3680 Chem. de la Côte-Sainte-Catherine,H3T 1E1,45.49826,-73.6273077,523,4.2
Las Tres Conchitas,1840 Rue Beaubien E,H2G 1L6,45.543574,-73.5959456,0,
Escondite Monkland,5626 Av de Monkland,H4A 1E3,45.4752452,-73.6229555,234,4.2
Restaurant Frida,768 Av. Atwater,H4C 2G9,45.4845656,-73.5802973,0,
Versashop,8450 10e Avenue,H1Z 3B6,45.5657854,-73.6163242,48,4.4
M4 Burritos Place-des-Arts,364 Sainte-Catherine O,H3B 1A1,45.505883,-73.5670318,11,4.9
Mi Tiendita Mexicana,5404 Rue Jean-Talon E,H1S 1L6,45.5800614,-73.5811165,106,4
Monsieur Burrito,921 Avenue du Mont-Royal E,H2J,45.5268648,-73.5805359,0,
Aliments Mejicano Plus Inc,7545 Av. M B Jodoin,H1J 2H9,45.6093722,-73.5812275,13,4.2
Tulum,1 Pl. Monseigneur Charbonneau,H3B 4M7,45.5020171,-73.5681858,32,2.7
French Takos,6047 Boul Henri-Bourassa E,H1G 2V2,45.6081518,-73.6167641,205,3.9
Quesada Burritos & Tacos,1100 Rue Sanguinet,H2X 1R6,45.5111936,-73.5584502,12,2.7
Mi Corazon Food Truck,4309 Rue Hogan,H2H 2N2,45.5392455,-73.5642787,8,4.8
Pizza Prima,5457 Rue Sherbrooke O,H4A 1W1,45.4730386,-73.6116003,382,4.6
Au Tacos Plaza Viau.,8461 Bd Viau,H1R 2T6,45.5816062,-73.602508,241,3.7
TACOS NASH,6530 Rue Beaubien E,H1M 1A9,45.5879492,-73.5603033,248,4
Mon Epicerie Mexicaine,5404 Rue Jean-Talon E,H1S 1L6,45.5800551,-73.581321,201,4.3
Sabor Del Sur,3668 Rue Ontario E,H1W 1R9,45.5458151,-73.5439668,0,
La Taqueria d'Hochlag,4641 Rue Sainte-Catherine E,H1V 1Z1,45.5540185,-73.5322129,155,4.4
La Dinette À Tacos,5660 R. Sherbrooke E,H1N 1A1,45.5726419,-73.5485181,0,
