Nom,Rue,postalCode,Latitude,Longitude,reviewsCount,totalScore
Saint-Houblon - Restaurant Côte-des-Neiges,5414 Av. Gatineau,H3T 1X5,45.4975734,-73.6231232,3582,4.6
Quesada Burritos & Tacos,3680 Chem. de la Côte-Sainte-Catherine,H3T 1E1,45.49826,-73.6273077,523,4.2
B&J Desserts,7503 Boul. Saint-Laurent,H2R 1W9,45.5365203,-73.6223964,1,5
Café Bistro Toquoi,1525 Av. Van Horne,H2V 1L4,45.5187634,-73.616648,30,4.1
l'Eggs Oeufs du marché,7143 Rue Saint-Dominique,H2S 3B8,45.5352139,-73.6171056,530,4.3
Chez Tousignant,6956 R. Drolet,H2S 2T3,45.5360923,-73.612367,1489,4.3
Restaurant Las Palmas,632 Rue Jarry E,H2P 1V7,45.5446364,-73.6275661,161,4.5
Lakshana's Chettinad Indian Restaurant,985 Rue Jean-Talon O,H3N 1S9,45.5249723,-73.6257258,328,4.4
Sushi Nanami,340 Rue Jean-Talon E,H2S 2T6,45.5373654,-73.6151265,524,4.7
Rôtisserie Scores,8780 Boul. Saint-Laurent,H2N 1M4,45.541797,-73.643383,397,3.6
Thaï Express Lachine,"le Village Lachine, 637 32e Avenue",H8T 3G6,45.440622,-73.692812,252,3.8
Liv Salades,1444 B Sainte-Catherine O,H3G 1R3,45.4959507,-73.5766587,107,3.7
Strøm spa nordique / Montréal (Île-des-Sœurs),1001 Bd de la Forêt,H3E 1X9,45.454689,-73.5562924,2702,4
Kazo Ramen,7569 Bd Newman,H8N 1X3,45.440333,-73.6224292,150,4.7
Subway,1555 Bd Henri Bourassa O,H3M 1X7,45.5379753,-73.6791883,191,3.3
Royal Sous-Marins,10 Rue Bernard O,H2T 2J7,45.5270426,-73.6022612,139,4
Tim Hortons,2912 Rue de Salaberry,H3M 1L3,45.5362884,-73.7001508,482,3.2
Allô! Mon Coco,9197 Bd de l'Acadie,H4N 3K1,45.533353,-73.65564,1000,4.1
Bloomfield,1199 Av. Van Horne,H2V 1K1,45.5228071,-73.6131,245,4.4
Dahlia Bar Santé,1140 Boul. de Maisonneuve Ouest,H3A 1M8,45.5003117,-73.575072,0,
Andalos,350 Bd Lebeau,H4N 1R5,45.5256907,-73.6591761,973,4
Centre Santé L'Orium,5482 Chem. Queen Mary,H3X 1V6,45.4814642,-73.6307332,0,
Muffin Plus,"UQAM, 201 Av. du Président-Kennedy",H2X 3Y7,45.508804,-73.56864,11,4.2
Boustan Decarie,5150 Rue Jean-Talon O,H4P 2A7,45.4957455,-73.650902,840,4.2
Muffin Plus,1010 de la Gauchetière O Place du Canada,H3B 2N2,45.497526,-73.567193,2,3
'Olu 'Olu Poké Queen Mary,4986A Chem. Queen Mary,H3W 1X2,45.4856346,-73.6270404,298,4.8
Café Veritas,480 Boul. Saint-Laurent,H2Y 3P7,45.5059,-73.5551649,78,4.1
Palmyra,650 Av. Beaumont,H3N 1V5,45.5262908,-73.6203771,33,4.4
Ohana Sushi Vegan,330 Avenue du Mont-Royal E,H2T 1P7,45.5232756,-73.5833892,471,4.8
Ello Juice,3715 Boul. Saint-Laurent,H2X 2V7,45.5150539,-73.5746932,0,
La Prep,433 Rue Chabanel O Suite 102,H2N 2J4,45.53897,-73.654705,40,4.1
B12 burger Acadie,9805 Bd de l'Acadie,H4N 2W2,45.5358044,-73.6649659,717,4.3
Food District,306 Rue Fleury O App.1,H3L 1V3,45.5437285,-73.6675028,6,4.8
Restaurant Chez Maman,591 Boul Henri-Bourassa E,H2C 1E2,45.5558672,-73.6681481,174,4
Phở Mymy,9460 Bd de l'Acadie,H4N 1L7,45.533974,-73.660283,906,4
Eggsquis Lasalle,7401 Bd Newman,H8N 1X3,45.4406528,-73.6211134,640,4.2
Le Petit Sao (Pointe-Saint-Charles),1870 Rue Centre,H3K 1H7,45.4827747,-73.5621045,328,4.3
Muffin Plus,"Complexe Desjardins, 150 Sainte-Catherine O",H5B 1B9,45.507364,-73.563409,46,3.3
Muffin Plus,740 Notre-Dame St W,H3C 3X6,45.499391,-73.5601,8,3.3
La Maison Ho,1800 Rue Notre Dame,H8S 2E9,45.4352337,-73.6804245,217,3.6
Rôtisserie Scores,8520 Bd Newman,H8N 1Y5,45.431537,-73.631142,1394,4.1
Boustan Queen Mary,5236 Chem. Queen Mary,H3W 1X5,45.4842148,-73.6283485,222,4.2
Resto Végo St-Denis,1720 R. Saint-Denis,H2X 3K6,45.5154587,-73.5646343,1566,4.3
Caffè della Pace,1002 Av. Van Horne,H2V 1J5,45.5248515,-73.6108261,139,4.6
Frisette - Comptoir à Salades,5600 Av de Monkland,H4A 1E3,45.4754553,-73.6226843,66,4.7
Ahi Poke Jarry,434 Rue Jarry E,H2P 1V3,45.5430523,-73.6287093,240,4.8
La Prep,50 Bd Crémazie O,H2P 1A2,45.540878,-73.6410783,12,3.8
Pizza Arménienne Arouch Liège,917 Rue de Liège O,H3N 1B5,45.5305997,-73.6434295,298,4.4
Bistro 555,555 Rue Chabanel O RC-07,H2N 2L1,45.5382506,-73.6558233,19,5
Cultures,1000 Rue De La Gauchetière O,H3B 4W5,45.498175,-73.566385,19,2.2
Olly Fresco's Carrefour Industrielle Alliance,977 Saint-Catherine St W Unit#9,H3B 4W3,45.5012554,-73.572489,250,4.3
Copper Branch,"Complexe Desjardins, 150 Sainte-Catherine O",H2X 3Y2,45.50781,-73.565201,67,3.7
Chez Lien,8171 Bd Newman,H8N 1Y1,45.433952,-73.6287555,215,3.9
Le Poke Station（Lasalle）,1500 Blvd. Shevchenko,H8N 3B1,45.4309099,-73.6238334,23,4.4
Cultures,1360 Boulevard René-Lévesque O,H3G 2W4,45.495802,-73.572626,0,
Pizzeria Marinos,1580 Rue Barré,H4L 4M6,45.5244547,-73.6836481,116,4.2
Restaurant L'Oeuforie Matinale,391 Bd Henri Bourassa O,H3L 1P2,45.5447491,-73.6746284,347,4.4
Restaurant Dima,1575 Rue Dudemaine,H3M 1R2,45.5403928,-73.6873848,63,4.7
Panthère Verte,145 Avenue du Mont-Royal E,H2T 1N9,45.5216106,-73.5851816,693,4.4
MANGO TROPICAL,3466 Rue Fleury E,H1H 2R9,45.5811986,-73.6407111,60,4.1
Café La Place Commune,7669 Av. Querbes,H3N 2B7,45.530246,-73.6288463,184,4.6
Oliveraies Ktima Barakaris,6000 Rue Sherbrooke O,H4A 1X9,45.4683842,-73.6196325,287,4.7
Freshii,1102 Boul. de Maisonneuve Ouest,H3A 1M7,45.5006033,-73.5747312,213,3.7
Muffins Plus,"Carrefour Angrignon, 7077 Bd Newman",H8N 1X1,45.447696,-73.615538,13,2.8
Le Sain Bol,5095 Rue Fabre,H2J 3W3,45.5346278,-73.5824,128,4.7
MY Santé,8190 Bd Newman,H8N 1X9,45.4337358,-73.6276677,0,
restaurant gi-mo,1197 Rue Fleury E,H2C 1P9,45.5590425,-73.658803,77,4.4
Georges Pizza,844 Rue Sauvé E,H2C 1Z2,45.5548919,-73.6536817,224,4.3
Le Toasteur Villeray,767 Rue Villeray,H2R 1J2,45.5440605,-73.6212994,770,4.4
McDonald's,9375 Bd Lacordaire,H1R 2B6,45.5992373,-73.6112198,2435,3.2
Burger King,6150 Boul Henri-Bourassa E,H1G 5X3,45.6082416,-73.6143341,692,3.3
La Petite Marche,5035 R. Saint-Denis,H2J 2L9,45.5267457,-73.5886482,1223,4.1
Keto Montreal,7586 Rue St-Hubert,H2R 2N6,45.5435258,-73.6196115,58,4.9
Poulet Rouge Galeries d'Anjou,7999 Bd des Galeries d'Anjou,H1M 1W9,45.6006624,-73.5644021,205,4.3
Le Virunga,851 Rue Rachel E,H2J 2H9,45.5240844,-73.5761953,264,4.6
Poke 7+,4475 Rue Marquette,H2J 3X9,45.5321114,-73.5748097,35,4.7
Café restaurant Bélair,3391 Rue Bélair,H2A 2A6,45.5592645,-73.5942888,81,4.6
Restaurant Amir,6148 Boul Henri-Bourassa E,H1G 5X3,45.6075,-73.6136111,391,3.6
Cantinho Express,5825 Boul Henri-Bourassa E,H1G 2V1,45.6073793,-73.619331,782,4
Amir,763 Rue Saint-Zotique E,H2S 2M6,45.53734,-73.6070274,327,3.9
Poulet Poulet,186a Bd Henri Bourassa O,H3L 1N3,45.5476637,-73.6722024,6,1.5
Café Van Houtte,"Édifice FTQ, 545 Boul Crémazie E",H2M 2V1,45.546348,-73.638561,90,3.3
Benny&Co. Montréal-Nord,10550 Bd Pie-IX,H1H 2M8,45.5879762,-73.6346925,485,3.8
Restaurant Basha Jarry,4975 Rue Jarry E,H1R 1Y1,45.5805237,-73.5956236,376,4.2
Mister Paté,3914 Rue Monselet,H1H 2C2,45.5887944,-73.6389327,71,4
A&W Lacordaire,9205 Bd Lacordaire,H1R 2B6,45.5969354,-73.6088752,613,3.8
mix sandwich,Rue Fleury E #3486,H1H 2R9,45.5812777,-73.6405569,31,5
