Nom,Rue,postalCode,Latitude,Longitude,reviewsCount,totalScore
Café Kanapka,1160 Rue St Mathieu,H3H 2P4,45.4922792,-73.5770696,9,5
Café Central Portugais,4051 Rue Saint-Dominique,H2W 2A8,45.5175626,-73.5789621,102,4.7
Café Terrasse Montebello,1336 Rue Jean-Talon E,H2E 1S1,45.545007,-73.609406,17,3.9
Café des Ateliers,4663 Av du Parc,H2V 4E4,45.5180326,-73.5917461,35,4.2
Kahwa Café,331 Avenue du Mont-Royal E,H2T 1P8,45.5233015,-73.5836349,562,4.5
Café terrasse CARTHAGE,3391 Rue Bélair,H2A 2A6,45.5592645,-73.5942888,49,4.1
Café Ketch,4707 R. Saint-Denis,H2J 2L5,45.52528,-73.585362,13,4.8
Café Replika,252 Rue Rachel E,H2W 1E5,45.5203549,-73.5793781,451,4.4
Le Saint Louis café,4800 Rue de Bullion,H2T 1Y8,45.5229662,-73.5880921,172,4.8
Presse Café,1100 Av. des Canadiens-de-Montréal,H3C 3E4,45.4974171,-73.5686548,20,4.1
Café-Marché Petite Bourgogne,1845 Rue Saint-Jacques,H3J 1H1,45.4894631,-73.5721088,8,4.5
Sweet Lee's Rustic Bakery,4150 Rue Wellington,H4G 1V7,45.4621968,-73.5669416,760,4.4
Second Cup Café,7 Pl. du Commerce Unit 101,H3E 2B5,45.4680851,-73.5432761,368,4.2
Café St-Paul,5617 Rue Hadley,H4E 3M8,45.4622087,-73.5925901,0,
Mollo Café & Gelato,2069 Rue Wellington,H3K 1W7,45.4783941,-73.559195,281,4.7
Second Cup Café avec Pinkberry yogourt glacé,2200 Av. McGill College,H3A 3P8,45.5031953,-73.5742028,396,4
Café Tozzi,"2115 Rue Crescent 2095, 2121 Crescent St #2085",H3G 2C1,45.4985081,-73.5778087,2,5
Hinnawi Bros Bagel & Café - Mackay,2002 Rue Mackay,H3G 2J1,45.4966295,-73.5790202,403,4.2
Cafe Sandwich,"Le Faubourg Sainte Catherine, 1616 Saint-Catherine St W",H3H 1L7,45.493982,-73.5787514,0,
Second Cup Café avec Pinkberry yogourt glacé,1602 Rue Sainte-Catherine O. Unité C,H3H 2S7,45.4948141,-73.5778192,425,3.6
Parma café,1202 R. Bishop,H3G 2E3,45.4957744,-73.575097,522,4.5
Café Van Houtte — René-Lévesque,1600 Boulevard René-Lévesque O,H3H 1P9,45.493467,-73.574993,21,3.9
Café 100%,5445 Av. de Gaspé,H2T 3B2,45.5268579,-73.5954369,9,4.4
Café-Librairie Zorba,5851 Rue St-Hubert,H2S 2L7,45.5336882,-73.5973467,37,4.8
Café Rose de Mai,500 Rue Bélanger,H2S 1G4,45.5379212,-73.6109626,57,4.8
180g café - disquaire,5866 Av. De Lorimier,H2G 2N9,45.5425,-73.588467,249,4.9
Café Resto Sidi Bou,3583 Rue Jean-Talon E,H2A 1X4,45.5621932,-73.5955646,89,4.7
Café Zezin,2351 Rue Jean-Talon E,H2E 1W1,45.5526224,-73.6031899,458,4.7
Café Basma,7632 Rue St-Hubert,H2R 2N6,45.5438414,-73.6203261,48,4.1
Lana Café Bistro,7140 Rue St-Hubert,H2S 2M9,45.5404745,-73.6130368,478,4.1
Olives Et Café Noir,"1239 de, Rue de Bellechasse",H2S 1Y8,45.5377135,-73.5973804,229,4.6
Café Reine Garçon,611 Av. Duluth E,H2L 1A9,45.5223118,-73.5745968,345,4.7
Café nigelle,1963 Rue des Carrières,H2G 1W7,45.5410015,-73.5880096,169,4.8
Café Safir,3413 Rue Jean-Talon E,H2A 1W7,45.560755,-73.596909,93,4.5
Café Lézard,3119 Rue Masson,H1Y 1X9,45.5495308,-73.5742303,575,4.5
Café Rosé,907 Bd Rosemont,H2S 1Z8,45.5340116,-73.596015,47,5
Maison de thé Cha Noir - Thé & Tisanes,4611 Rue Wellington,H4G 1X1,45.4582422,-73.5676255,444,4.7
Florence Cafe,2425 Rue Centre,H3K 1J9,45.4796616,-73.5676339,293,4.7
Clarke Café,2483 Rue Centre,H3K 1J9,45.4792978,-73.5682252,573,4.8
"Pétale Sucré, Café & Fleurs",3480 Bd LaSalle #101,H4G 1Z3,45.4690051,-73.5671799,41,4.7
Bistro Garage Café,275 Rue Hickson,H4G 2J7,45.4650108,-73.5674696,1351,4.4
Café Redwood,2604 Rue Saint-Patrick,H3K 1B8,45.4795243,-73.5716864,118,4.7
THE STANDARD WESTMOUNT,5135 Rue Sherbrooke O,H4A 1T3,45.476053,-73.607086,237,4.1
Pavillon Snack Bar,5200 Rue Wellington,H4H 1M9,45.4544159,-73.5675856,178,4.9
Caféto,1500 Av. Atwater,H3Z 1X5,45.4888929,-73.5859988,52,3.5
Brulerie Urbaine,5252 Chem. de la Côte des Neiges,H3T 1X8,45.4957696,-73.6214574,672,4.1
Hive Café Solidarity Cooperative,1455 de Maisonneuve W H-239,H3G 1M8,45.4972727,-73.5790238,43,4.3
Café Orr,5368 Av. Papineau,H2H 1W2,45.5373737,-73.5846638,309,4.6
Café Montallegro,1991 Rue Bélanger,H2G 1B8,45.5479318,-73.6022465,15,4.3
Café Code Noir,4615 Boul. Saint-Laurent,H2T 1R2,45.5211281,-73.5880807,2,5
Café Sidou,2015 Rue Jean-Talon E,H2E 1V2,45.5499333,-73.6054361,49,4.1
Café Code Noir,4095 Boul. Saint-Laurent,H2W 1Y7,45.517472,-73.580196,283,4.4
Café Colibri,1952 Rue Beaubien E,H2G 1M1,45.5443814,-73.5953102,112,4.9
Café des Amis - maison Smith,1260 Chem. Remembrance,H3H 1A2,45.5015604,-73.5931063,17,4
Noble Café,430 Avenue Laurier E,H2J 1E5,45.527325,-73.5889926,556,4.6
La Brassée,2522 Rue Beaubien E,H1Y 1G2,45.5492228,-73.5911874,243,4.6
Le Café Station 54,,,45.5325134,-73.59659,6,4
Café Gaspé,5455 Av. de Gaspé,H2T 2A4,45.5274701,-73.5966168,86,3.2
Cafe Cantinova,4035 Rue Saint-Ambroise #102,H4C 2E1,45.4757582,-73.5803747,28,4.2
Bernice,5135 Notre-Dame St W o,H4C 1T4,45.4697465,-73.5925605,160,4.8
Station W café - Verdun,3852 Rue Wellington,H4G 1V2,45.4654839,-73.5666378,794,4.5
Café Saint-Henri (Verdun),4327 Rue Wellington,H4G 1W3,45.4606646,-73.5673431,439,4.4
Mr. PUFFS,6334 Rue Sherbrooke O,H4B 1M7,45.4653823,-73.6253974,0,
Saint JJH & Café,3323 Rue Evelyn,H4G 1N9,45.4705902,-73.5697122,201,4.7
Resto Bar Milan,5055 Rue de Verdun,H4G 1N5,45.4556937,-73.5721316,50,4.1
Le Tonique,4710 Rue Saint-Ambroise #112,H4C 2C7,45.4704116,-73.585741,9,4.2
September Cafe,2471 Notre-Dame St W,H3J 1N6,45.4831828,-73.5750025,708,4.6
Café St-Barth,3500 Av du Parc,H2X 2H7,45.5094606,-73.5738433,596,4.4
Café Névé,151 Rue Rachel E,H2W 1E1,45.5195045,-73.5804661,633,4.4
Café Lina,1874 Rue Jean-Talon E,H2E 1T6,45.5485752,-73.6061881,156,4
Café Odessa,65 Rue Beaubien E,H2S 1R1,45.5311156,-73.6077957,181,4.4
Café Le loup bleu,1279 Rue Marie-Anne,H2J 2C1,45.5287315,-73.5753675,295,4.7
Code & Café,4304 R. Saint-Denis,H2J 2K8,45.5223358,-73.5799173,246,4.8
Café Ma Bicyclette,2727 Saint-Patrick St. #101,H3K 0A8,45.4787376,-73.573606,75,4.5
Café de l'artisanat,3436 Rue Dandurand,H1X 1M8,45.5534939,-73.5750724,62,4.9
Columbus Café & Co,1370 Sainte-Catherine O,H3G 1P8,45.4968835,-73.5756107,226,4.3
Café Névé,781 Avenue du Mont-Royal E,H2J 1W8,45.5259243,-73.5814209,238,4.5
Café Santropol,3990 Rue Saint-Urbain,H2W 1T7,45.5155778,-73.5805058,1597,4.5
Café Mucho Gusto,2536 Rue Beaubien E,H1Y 1G2,45.5494544,-73.591002,216,4.2
Café Ambrose,3422 Rue Stanley,H3A 1R8,45.5013986,-73.5782696,27,4.6
