Nom,Rue,postalCode,Latitude,Longitude,reviewsCount,totalScore
Restaurant Dragon Magnifique,5444 Rue Jean-Talon E,H1S 1L6,45.5804811,-73.581014,385,4.4
Fleur d'Asie,2481 Rue Fleury E,H2B 1L4,45.5752936,-73.6480048,123,4.3
Hoshi Dong Que,1210 Bd Rosemont,H2S 2A5,45.5360012,-73.5938056,372,4.3
Banh Mi Madame Ly,766 Rue Beaubien E,H2S 1S7,45.5355978,-73.6033948,485,4.5
Kasaisuta Fusion,929 Rue Saint-Zotique E,H2S 1M9,45.5384571,-73.6060342,188,4.5
Restaurant Go Cong,1310 Rue Bélanger,H2G 1A1,45.5432294,-73.6060993,27,4.8
Banh Mi Co Kieu,2569A Rue Jean-Talon E,H2A 1T8,45.554665,-73.6013386,199,4.9
Wok Hei,7481 Av. De Lorimier,H2E 2P4,45.5525198,-73.60968,52,5
Bun Viet,1975 Rue Beaubien E,H2G 1M2,45.5447056,-73.5953826,202,4.3
Pho Tay Ho,6414 R. Saint-Denis,H2S 2R7,45.5336596,-73.6046458,1480,4.4
Pho Thanh Long,103 Rue Sainte-Catherine E,H2X 1K5,45.511171,-73.563013,676,4.3
Sushi shop,1053 Av. Bernard,H2V 1V1,45.522252,-73.6070649,55,3.6
Thai Express Restaurant Montréal,"Tour Intact, Blvd Robert-Bourassa",H3A 2A5,45.503964,-73.572286,123,4.1
Restaurant Hansang,5136 Av du Parc,H2V 4G5,45.5197108,-73.5967383,330,4.7
BIBIKO,31 R. St Viateur Est,H2T 1A5,45.5263542,-73.5987689,219,4.4
Dumplings Imagine,16 Rue Rachel E,H2W 1C5,45.5183457,-73.5812288,241,4.2
Thai Express Restaurant Montréal,4497 R. Saint-Denis,H2J 2L2,45.524025,-73.582669,186,2.5
Ichi Sushi,102 Avenue du Mont-Royal O,H2T 2T1,45.5187183,-73.587453,361,4.3
Côba Sushi,1124 Av. Laurier O,H2V 2L4,45.5170867,-73.5978208,364,4.4
Harbin Dumpling,4801 Boul. Saint-Laurent,H2T 1R6,45.5216,-73.5893745,1031,4.5
Marché Asiatique Montréal,,,45.5087957,-73.5611181,6,2.7
Nouilles de Lan Zhou,1006 Boul. Saint-Laurent,H2Z 9Y9,45.5077382,-73.5596307,2554,4.5
Phở Đô thị,6272 Rue St-Hubert,H2S 2M2,45.535027,-73.6009859,318,4.5
Pho Ngoc Tuan,4647 Rue Jarry E,H1R 1X6,45.5770634,-73.5983323,180,4
Phở Khánh Hoà,5110 Rue Jean-Talon E,H1S 1K7,45.5767485,-73.58302,235,4.5
Restaurant Phuket,4673 Rue Jarry E,H1R 1X6,45.5773927,-73.5980496,646,4.3
Gourmet D`Asie Express,5110 Rue Jean-Talon E,H1S 1K8,45.5768472,-73.5828374,1,5
Sun Heng Chinese Food,6349 Bd Léger,,45.6227454,-73.6238268,292,4
Thai Express Restaurant Anjou,"Galeries d'Anjou, 7999 Bd des Galeries d'Anjou",H1M 1W9,45.600662,-73.564402,102,3.2
Marché Kei Phat,4215 Rue Jarry E,H1R 1W9,45.573095,-73.601415,229,4
Thai Express Restaurant Anjou,"Halles d'Anjou, 7500 Bd des Galeries d'Anjou",H1M 3M4,45.598018,-73.5675359,20,3.3
Beni Hana Cuisine Japonaise,5666 R. Sherbrooke E,H1N 1A1,45.5725,-73.5486999,1361,4.4
Pho Hoa Long,10660 Bd Pie-IX,H1H 4A6,45.5889203,-73.6357409,38,4.1
Kim Phat Marché d'Asie - Jarry,3733 Rue Jarry E,H1Z 2G1,45.5692711,-73.6055221,2939,4.1
Akita,6985 Rue Jarry E,H1P 3B5,45.5998717,-73.5775619,160,4.4
Soupe & Roll,5865 Rue Hochelaga,H1N 1X2,45.5721452,-73.5368129,171,3.9
Chez O,5849 R. Sherbrooke E,H1M 2N2,45.575574,-73.5478947,280,4.3
Souping Sushi,7468 Boul Langelier,H1S 3B7,45.5915546,-73.574092,190,4.8
Hoan Lan,5833 Bd Léger,H1G 1K7,45.6171737,-73.6295281,92,4.4
Restaurant Chez To Go,9041 Rue Notre Dame E,H1L 3M9,45.6036834,-73.5127869,297,4.5
Viet Gril Express,8736 Rue Hochelaga,H1L 2M7,45.601718,-73.5195189,469,4.3
Phở Long Phụng,6503 Rue Beaubien E,H1M 1B1,45.5873777,-73.5616169,300,4.5
Chez Lien,6780 R. Sherbrooke E,H1N 1E1,45.5845674,-73.5417824,566,4.3
Restaurant Kim San,8731 R. Sherbrooke E,H1L 1C2,45.604837,-73.5304038,201,3.9
Sushi Quynh Anh,7771 Bd Roi-René,H1K 3G9,45.61299,-73.5560373,71,4.9
Le Goût du Vietnam,1389 Rue Sainte-Catherine E,H2L 2H7,45.5204751,-73.5545183,255,3.9
Mỹ Cảnh,1086 Boul. Saint-Laurent,H2Z 1J5,45.5083597,-73.5609195,556,4.3
Restaurant Cuisine Cantonaise,84 Rue De La Gauchetière O,H2Z 1C1,45.5071037,-73.5606216,372,3.7
Szechuan,400 Notre-Dame St W,H2Y 1V3,45.5015733,-73.5590174,283,4.5
Au 14,14 Rue Prince Arthur O,H2X 1S3,45.5135693,-73.5726786,190,4.4
Pho Bac,1016 Boul. Saint-Laurent,H2Z 1J3,45.5078836,-73.5598317,1517,4.4
Nouilles du HuaiNan 淮南牛肉面,2065b R. Bishop,H3G 2E8,45.4977938,-73.5785821,29,4.3
LE CENTRAL,30 Sainte-Catherine O,H2X 0C8,45.5095584,-73.5638499,1371,4.6
Le Lotus Bleu,988 Boul. Saint-Laurent,H2Z 9Y9,45.5076999,-73.5592908,424,4.3
Fantasie,1355 Rue Sainte-Catherine E,H2L 2H7,45.5201559,-73.5547972,128,3.8
Les Sables d'Or,6381 Bd Roi-René,H1K 3G4,45.609329,-73.5476517,92,4.4
银记肠粉 Yin Ji Chang Fen,1861 Sainte-Catherine O,H3H 1M2,45.4930924,-73.5803182,383,4.3
Nouille De Riz Yunnan - Rice Noodle - Ramen - Chinese Noodle Shop,1625 Boul. de Maisonneuve Ouest suite102,H3H 2N4,45.495491,-73.5797883,161,4.2
Restaurant Kam Ho,1448 Rue Mackay,H3G 2H6,45.4963176,-73.578297,5,2.8
Thai Express Restaurant Montréal,"Les Halles de la Gare, 895 Rue De La Gauchetière O",H3B 4G1,45.500112,-73.566522,0,
Restaurant PM,1809 Sainte-Catherine O,H3H 1M2,45.493737,-73.5796397,855,4
Restaurant I AM Pho,1444 Rue St Mathieu,H3H 2H9,45.494288,-73.580311,801,4.4
HÀ Vieux-Montréal,600 Rue William,H3C 1N6,45.4997314,-73.5562062,669,4.2
Restaurant Sushi Momoyama,977 Sainte-Catherine O,H3B 4W3,45.5010482,-73.5722406,63,4
Q & K,1620 Av. Lincoln,H3H 1G9,45.4957406,-73.5804717,74,4.4
KINKA IZAKAYA MONTREAL,1624 Sainte-Catherine O,H3H 2S7,45.494056,-73.57853,1421,4.2
Mai Xiang Yuan Dumpling Chinatown,1082 Boul. Saint-Laurent,H2Z 1J5,45.5082653,-73.560729,1131,4.1
Thai Express Restaurant Montreal,"Tour CIBC, 1155 René-Lévesque Blvd W",H3B 3Z4,45.49861,-73.570934,22,3.9
Restaurant Kazu,1844 Sainte-Catherine O,H3H 1M1,45.493037,-73.579836,1996,4.6
Thaï Express,"Complexe Desjardins, 5 Complexe Desjardins",H5B 1B8,45.50803,-73.563893,72,3.1
Petit Poisson Dumpling,1813 Sainte-Catherine O,H3H 1M2,45.493637,-73.579681,437,4.2
Ethan,72 Rue De La Gauchetière O,H2Z 1B9,45.507239,-73.560352,640,3
Thaï Express,"Galerie du Parc, 3550 Park Ave",H2X 3P9,45.510102,-73.575315,205,3.2
La Canting,1720 Rue Saint-Patrick,H3K 1A7,45.4849577,-73.563613,180,4.6
Thai Express Restaurant Montréal,705 Sainte-Catherine O,H3B 4G5,45.502466,-73.5713041,98,2.6
Chez Chili,1050b Rue Clark,H2Z 1K3,45.5076218,-73.5603825,1270,4.5
Beijing Restaurant,92 Rue De La Gauchetière O,H2Z 1C1,45.5069299,-73.56056,1344,4.1
Sakura,1216 Rue Stanley,H3B 2S7,45.4986228,-73.5724182,176,4.1
Vie Et Nam,"Gare Centrale, 895 Rue De La Gauchetière O",H3B 2M4,45.500112,-73.566522,11,3.9
Thaï Express,833 Boul. de Maisonneuve E,H2L 1Y7,45.516562,-73.560079,177,3.5
Ryu,1474 Rue Peel,H3A 1S8,45.5006293,-73.5745813,731,4.3
Raviolis Impression- Impression Dumplings,368 Sainte-Catherine O,H3B 1A1,45.5058368,-73.5670583,116,4.3
Cristal No.41 - Pho - Vietnamese - Tea,1068 Boul. Saint-Laurent,H2Z 1J5,45.5082016,-73.56047,152,4.2
P23 Dumplings-The Point,2543 Rue Centre,H3K 1J9,45.4787565,-73.5690924,78,4.1
Mei,1425 Rue Mackay,H3G 2H6,45.4962457,-73.5774404,251,3.7
La Binerie Mont-Royal - Déjeuner - Brunch - Diner,4167 R. Saint-Denis,H2W 2M7,45.5217603,-73.5776943,784,4.5
Le Petit Sao (Vieux Montréal),237 Notre-Dame St W,H2Y 1T4,45.5034096,-73.5580684,169,4.3
Thaiphon,2025 Av. Union,H3A 2C1,45.5051095,-73.5714391,176,3.5
Restaurant Ruby Rouge,1008 Rue Clark,H2Z 1J9,45.507321,-73.5598156,1055,3.6
Restaurant Thaï Mix,1305 Bd Saint-Jean-Baptiste,H1B 4A2,45.6424365,-73.5025571,139,4.3
Restaurant Lai Do,13999 Rue Notre Dame E,H1A 1T8,45.6673951,-73.4947154,120,3.2
Restaurant Guan,315 Rue Peel,H3C 3R9,45.494569,-73.560367,264,4.7
Restaurant Shifu,1460 Rue Mackay,H3G 2H7,45.4964298,-73.5785254,32,4.9
Fondue Chinoise Express,1610 Sainte-Catherine O #411,H3H 2S2,45.4942309,-73.5782501,37,4.4
Shushu Thai Bar À Nouille + Riz,2455 Notre-Dame St W,H3J 1N6,45.4832963,-73.5748461,60,5
Resto La Cible,1665 Boul. de Maisonneuve Ouest,H3H 1J6,45.49489,-73.580462,96,3.2
Satay Brothers Resto 3721 Notre-Dame,3721 Notre-Dame St W,H4C 1P8,45.4793169,-73.5818739,2280,4.5
Restaurant Le Nouveau Paradis,13035 R. Sherbrooke E,H1A 1B9,45.657327,-73.510175,267,4
Sandwichs Asiatique,3537 Rue Ontario E,H1W 1R6,45.5445885,-73.5452462,48,4.9
Thaï Express,12882 R. Sherbrooke E,H1A 4Y3,45.654907,-73.508971,251,3.7
Phở Hùng,3222 Rue Beaubien E,H1Y 1H7,45.5546489,-73.5863313,189,4.4
SANDWICH PAR ICI,3645 R. Sherbrooke E,H1W 1E5,45.5487817,-73.5553921,142,4.8
Thai Express Restaurant Montréal,"Place Versailles, 7275 Sherbrooke St E",H1N 1E9,45.589869,-73.539313,131,3
Restaurant Grillades & Sushi,13072 R. Sherbrooke E,H1A 3W2,45.6565074,-73.5089488,120,4.6
Restaurant Kien-Giang Express,2669 Rue Ontario E,H2K 1X1,45.5344125,-73.5517764,236,4.6
Sushi Plus Yitika,4075 Rue Sainte-Catherine E,H1W 2G8,45.5483338,-73.5357234,54,3.8
Noobox Palais des Congrès (PDC),159 Rue Saint-Antoine O Suite 118,H2Z 2A7,45.5054611,-73.5593637,56,3.4
Tiki-Ming,"845 rue Ste-Catherine East, 203 Place Dupuis R",H2L 4L8,45.515874,-73.559605,40,3.6
La maison de Banh Mi,1263 Rue Sainte-Catherine E,H2L 2H3,45.519159,-73.555769,247,4.2
Nori Sushi,2967 R. Sherbrooke E,H1W 1B2,45.5415111,-73.5604472,178,4.6
Pho Bang New York,1001 Boul. Saint-Laurent,H2Z 1J4,45.5079516,-73.5593332,2376,4.3
Kasa Sushi,2190 Avenue du Mont-Royal E,H2H 1K3,45.5362968,-73.5711617,187,4.1
Aki Sushi St-Joseph,3600 Bd Saint-Joseph E,H1X 1W6,45.5518313,-73.5644241,32,4
Phở Việt,1663 R. Atateken,H2L 3L4,45.5188842,-73.5599357,329,4.4
Sushi Shop,"Marché Atwater, 138 Av. Atwater",H4C 2G3,45.4796524,-73.5772393,128,4
