Nom,totalScore,Latitude,Longitude,Rue,postalCode,reviewsCount
Pizza Center,3.6,45.4793534,-73.5585437,1992 Wellington St,H3K 1W6,147
Pizza Hut Montreal,3.4,45.4703905,-73.6490258,6600 Côte Saint Luc Rd,H4V 1G8,177
Domino's Pizza,3.9,45.4789102,-73.6250406,5488 Côte Saint Luc Rd,H3X 2C7,425
Al Dente Trattoria,4,45.4735942,-73.6243961,5768 Monkland Ave,H4A 1E9,328
Restaurant Grigio,3.7,45.3412666,-73.2853088,1265 Rue Douglas,J2W 1C7,180
Pacini,4.3,45.3322448,-73.2802124,575 Rue Pierre-Caisse,J3A 1P1,1061
Domino's Pizza,4.1,45.4666137,-73.6555269,7155 Côte Saint Luc Rd,H4V 1J2,295
St-Luc Pizzeria Enr,4.4,45.3490583,-73.2918667,40 Rue Moreau,J2W 1H9,700
Kosher Pizza Bar,4,45.4756202,-73.6657907,5800 Cavendish Blvd,H4W 2T5,62
Restaurant Mamma Mia Pizzeria,4.4,45.4762081,-73.6399933,6070 Côte Saint Luc Rd,H3X 2G8,133
Pendeli's Pizza,4.2,45.4785648,-73.6290139,5599 Côte Saint Luc Rd,H3X 2C9,472
Trattoria Romantica,4.3,45.5201626,-73.8127123,654 Chem. du Bord-de-l'Eau,H7X 1V3,152
Restaurant Maurizio,4.1,45.4452923,-73.8527711,2738 Saint-Charles Blvd,H9H 3B6,348
Pizza Nikkos,4.3,45.4801259,-73.8404332,4279 Boul. Saint-Jean,,352
Pizza Gusta Dorval,4.4,45.4405526,-73.7304599,444 Chem. du Bord-du-Lac-Lakeshore,H9S 2A6,527
Cavallaro DDO - Pizza - Cheese Meat Market - Olive Oils - Bulk Coffee Teas - Cheese Trays Catering,4.5,45.4847131,-73.8030428,11722 Salaberry Blvd,H9B 2R8,193
Place Tevere,2.8,45.4645881,-73.8320083,6815 Trans-Canada Hwy,H9R 5J2,31
Birreria ITALI.CO,4,45.4979517,-73.7054538,3131 Boulevard Cote Vertu Ouest,H4R 1Y8,1075
DelMonaco,4.4,45.4481657,-73.855049,2968 Saint-Charles Blvd,H9H 3B7,89
Trattoria Mario,4.6,45.4701353,-73.6082217,5545 Upper Lachine Rd,H4A 2A5,211
Mundo Trattoria,4.5,45.454946,-73.859615,17003 Trans-Canada Hwy,H9H 5J1,267
Pizza Mira,4.2,45.4796573,-73.8423159,4228 A Boul. Saint-Jean,H9G 1X5,30
La Campagnola,4.5,45.4285447,-73.6311595,1708 Dollard Ave,H8N 1T8,658
Basilico Italien Express,,45.4851383,-73.8029442,11680 Salaberry Blvd,H9B 2R8,0
Bistro Amerigo,4.7,45.4700905,-73.6281285,6127 Monkland Ave,H4A 1H5,624
Gigi Pizzeria,4.4,45.4287372,-73.8264187,302 Chem. du Bord-du-Lac-Lakeshore,H9S 4L5,744
Pronto Pret A Manger,4.9,45.4757115,-73.8127331,823 Tecumseh St,H9R 4X8,62
Pastamore,4.3,45.4855403,-73.7968125,M-3343 Sources Blvd,H9B 1Z8,552
Il Fornetto,4.3,45.4331696,-73.6815857,1900 Bd Saint-Joseph,H8S 2N5,1085
Enoteca Monza Pizzeria Moderna,4.2,45.4741549,-73.8368847,3800 Boul. Saint-Jean,H9G 1X1,1273
Bar Laitier Nonna,4.8,45.447793,-73.751249,475 Av. Dumont suite 102,H9S 5W2,106
La Serenata Restaurant,4.5,45.4847618,-73.7950741,53 Brunswick Blvd,H9B 1P7,320
Riccardos Restaurant,4.5,45.4776171,-73.8385487,4071 Boul. Saint-Jean,H9G 2R4,413
2M Pizza Dorval - Online order !,4.2,45.4451585,-73.721367,419 Av. Bourke,H9S 3W8,460
Restaurant L'Academie Pointe-Claire,3.7,45.4673779,-73.8242569,6321 Trans-Canada Hwy #129,H9R 5A5,1020
Piazza Romana,3.9,45.4287296,-73.8283659,339 Chem. du Bord-du-Lac-Lakeshore,H9S 4L6,576
Del Friscos,4.3,45.4831286,-73.7939546,3237 Sources Blvd,H9B 1Z6,1163
La Verità,4.7,45.4851383,-73.8029442,11680 Salaberry Blvd,H9B 2R8,553
Scarolies Pasta Emporium,4.5,45.4684384,-73.830915,950 Boul. Saint-Jean,H9R 5N8,2291
Taormina lounge,4.5,45.4343279,-73.6867122,2530 Bd Saint-Joseph,H8S 2N9,484
Boulangerie Non Solo Pane,4.6,45.4408724,-73.7311293,455 Chem. du Bord-du-Lac-Lakeshore,,584
Pizza Dorval Cucina San Leone,4.5,45.4489038,-73.7775584,490 Bd Strathmore,H9S 2J4,130
Restaurant Bar Focaccio,4.3,45.4530106,-73.735611,490 Michel Jasmin Ave,H9P 1C3,623
Restaurant Bellissimo Dorval,4.2,45.4405475,-73.7313606,484 Chem. du Bord-du-Lac-Lakeshore,H9S 2A8,466
Natalino Restaurant,4.4,45.4409719,-73.7291284,365 Chem. du Bord-du-Lac-Lakeshore,H9S 2A5,483
Da Mangione,4.4,45.4473328,-73.7510361,475 Dumont Ave,H9S 5W2,235
Restaurant Il Miglio Express,4.5,45.4969228,-73.5557896,"111 Boulevard Robert-Bourassa, coin rue prince et, Wellington St Local 1401",H3C 2M1,96
Basmati Indian Restaurant,4.4,51.6028849,-0.6381322,43 Aylesbury End,HP9 1LU,125
The Plough,4.4,51.6455134,-0.6526377,The Hill,HP7 0PA,258
Barracuda Restaurant,4.7,51.678387,-0.60517,96 Sycamore Rd,HP6 5EN,362
Sul Posto - Sandwicherie Italienne - Smoked Meat - Salads - Catering/Traiteur,4.5,45.500116,-73.5660971,895 Rue De La Gauchetière O,H3B 4G1,20
Bello Deli,4.5,45.5007981,-73.5562005,363 Pl. d'Youville,H2Y 2B7,381
OLE Tapas,4.4,45.4039069,-73.9529865,132 Sainte Anne St,H9X 1M4,595
PIZZERIA ROSCONI,4.9,45.5075256,-73.5529765,420 Pl. Jacques-Cartier,H2Y 3B3,153
Miss Poutine,4.4,45.3912046,-73.9374363,1015 Bd Perrot,J7V 3H7,188
Bambi,4.9,45.6130871,-73.5653488,8040 Rue Jarry E,H1J 1H5,43
ICYVIBES,4.8,45.402842,-73.9500624,2B Rue Lalonde,H9X 1Z9,224
Ristorante Linguini,4.7,45.4331646,-73.9044504,18990 Trans-Canada Hwy,H9X 3P6,28
Subway,3.8,45.4471625,-73.8521212,2899 Bd Saint-Charles Unit # B01008a,H9H 3B5,87
Domino's Pizza,3.8,45.4811197,-73.8632835,15480 Pierrefonds Blvd.,H9H 4K3,226
Al Pizzetta,4,45.5060538,-73.5531247,39 Rue de la Commune E,H2Y 1H9,419
Wienstein & Gavino's,4.2,45.4975111,-73.57675,1434 Crescent St,H3G 2B6,3082
Trattoria Gio,4.1,45.5079193,-73.5537918,452 Pl. Jacques-Cartier,H2Y 3B3,625
Flying Pizza,,45.4788574,-73.568997,2527 Centre St,H3K 1J8,0
Paradiso,2.6,45.5077391,-73.552114,250 Rue Saint-Paul E,H2Y 1G9,103
Le Vin Papillon,4.6,45.4827889,-73.5755712,2519 Notre-Dame St W,H3J 1N4,803
Faccia Brutta,4.5,45.436683,-73.6125117,1701 Rue Lapierre,H8N 1P2,126
Zappy Pizza,4,45.4627308,-73.563789,11 Rue de l'Église,H4G 2M1,857
Pizzéria NO.900 - Westmount,4.2,45.4783182,-73.6023771,364 Victoria Ave,H3Z 2N4,319
Park,4.3,45.4785112,-73.6027978,378 Victoria Ave,H3Z 2N4,1000
Angela Pizzeria & Restaurant,3.5,45.4948887,-73.579957,1662 Boul. de Maisonneuve Ouest,H3H 1J7,585
Second Pizza,3.8,45.4888835,-73.5862622,"1500 Avenue Atwater, Local FF01",H3Z 1X5,42
Resto-Bar Trevi,4,45.4629625,-73.5736904,800 Rue de l'Église,H4G 2N2,307
Pizzéria NO.900 - Vieux-Montréal,4.3,45.5003678,-73.5583573,444 McGill St,H2Y 2G1,788
Vivere! Express,3,45.5017778,-73.563591,600 Rue De La Gauchetière O,H3B 4L6,6
BarBara,4.2,45.4743389,-73.5871973,4450 Notre-Dame St W,H4C 1S1,509
Bella Vita,3.3,45.5077776,-73.552247,250 Rue Saint-Paul E,H2Y 1G9,298
Subway,3,45.4036966,-73.9519643,103 Sainte Anne St,H9X 1L9,144
Pizza Dany,4.2,45.4977884,-73.5745751,1237 Rue de la Montagne,H3G 1Z2,617
Pizzédélic Monkland,4,45.475959,-73.6222029,5556 Monkland Ave,H4A 1E1,316
Veganarie - Resto Végan,5,45.5090213,-73.8056974,19H Rue du Centre Commercial,H8Y 2N9,46
Pizza Deux Frères 2 pour 1,3.6,45.5349244,-73.9010595,1900 Chem. d'Oka,J7R 1N4,301
Taverne Sur Le Square,4.3,45.4875,-73.5872222,1 Westmount Sq,H3Z 2P9,286
wow-Cakes,4.3,45.3944282,-73.9568375,73 Bd Perrot,J7V 3E7,136
Piazza Sociale Restaurant,3.5,45.5009959,-73.568808,1 Pl. Monseigneur Charbonneau,H3B 4M7,25
patisserie dolce francesco,4.5,45.4794499,-73.8653182,15714 Pierrefonds Blvd.,H9H 3P6,95
Vanellis,3.1,45.502466,-73.5713041,"Centre Eaton de Montréal, 705 Saint-Catherine St W",H3B 4G5,44
SORELLA Boutique Gourmande,4.8,45.4490875,-73.8541949,2979 Saint-Charles Blvd,H9H 3B5,51
Brigade Pizzeria Napolitaine,4.2,45.4995395,-73.5744414,1428 Stanley St,H3A 1P7,1405
Stellina,4.3,45.5016277,-73.5599184,410 Rue Saint-Jacques,H2Y 1S1,166
Restaurant Il Boccalini,4.2,45.5122301,-73.6770437,1408 De l'Église St,H4L 2H4,216
L'Academie,3.6,45.498243,-73.578266,2100 Crescent St,H3G 2B8,908
Officina. Catering,4.3,45.502636,-73.5629741,455 Av. Viger O,H2Z 2B8,83
Il Miglio,3.4,45.5034044,-73.5709355,705 Saint-Catherine St W,H3B 4G5,45
Pizzeria Moretti Griffintown,3.6,45.4936111,-73.5575,1059 Wellington St,H3C 1V6,1665
Casa Nostra,,45.4788574,-73.568997,2527 Centre St,H3K 1J8,0
Restaurant Beba,4.7,45.4648673,-73.5678126,3900 Rue Éthel,H4G 1S4,369
Aria,3.8,45.5010146,-73.5644801,700 Rue De La Gauchetière O,H3B 4L1,197
Restaurant La Focaccia,4.4,45.8064609,-74.0128553,2210 Bd du Curé-Labelle,J7Y 1T3,654
Harvey's,4,45.4483945,-73.8552981,2986 Saint-Charles Blvd,H9H 3B7,763
Restaurant Graziella,4.4,45.4995116,-73.5556176,116 McGill St,H2Y 2E5,388
LE VIEUX ST-LAURENT,4.5,45.5168261,-73.5787562,3993 St Laurent Blvd,H2W 1Y4,684
Pink's BBQ,5,45.4654927,-73.8714041,4391 Rue Rupert,H9H 3B4,36
Tim Hortons,3.2,45.3951143,-73.958401,"114, Boul. Grand L'ile-perrot",J7V 6L7,277
Subway,3.8,45.390464,-73.9644373,25 Bd Don-Quichotte Unit A1136,J7V 7X4,88
La Dolce Vita gelato cafe shop,4.6,45.4589925,-73.8661056,3776 Bd Saint-Charles N,H9H 3C3,273
BOSSA Prêt à manger,4.8,45.4604124,-73.5670967,4354 Wellington St,H4G 1W4,990
Rockaberry,4.1,45.446866,-73.8537713,2880 Saint-Charles Blvd,H9H 3B6,437
Restaurant Antipasto,4.5,46.1183594,-74.5917943,855 Rue de St Jovite,J8E 3J8,1522
Patate et Persil,4.6,45.3836385,-74.0089134,9 Av. Saint-Charles,J7V 2K3,1562
Babylon Resto lounge,4,45.4664969,-73.8734094,4869 Saint-Charles Blvd,H9H 3E4,72
Enoteca Monza Pizzeria Moderna,4,45.5017873,-73.5703278,1251 McGill College Ave,H3B 2Y4,1721
Restaurant Tadhana,4.5,45.4780799,-73.6018373,4 Somerville Ave,H3Z 1J2,64
RUSTICA,5,45.5025365,-73.5752021,1002 Sherbrooke St W,H3A 2K6,3
Bistro 1843,4.8,45.488554,-73.8756861,376 Rue Cherrier,H9C 1E7,233
"Pizzéria NO.900 - Peel, Montréal",4.3,45.5014124,-73.5754871,2049 Peel St,H3A 1T6,834
Ristorante Lupo,4.4,45.5772474,-73.3288392,1920 Rue Léonard-de-Vinci #102,J3E 1Y8,450
FCO di Fiumicino,4.3,45.5026172,-73.5628563,451 Av. Viger O,H2Z 1G6,204
Petros Westmount,4.1,45.4798798,-73.6028633,4785 Sherbrooke St W,,505
Bartollos Italia Pizza & Pasta,2.6,45.511729,-73.561855,200 St Catherine St E,H2X 1L1,8
Aqua E Farina,4.3,45.503769,-73.5539989,121 de la Commune St W,H2Y 2C7,135
CAFÉ DU PARQUET,4.6,45.5030978,-73.561569,1000 Pl. Jean-Paul-Riopelle,H2Z 2B3,181
Pizzeria Bros (Old Montreal),4.5,45.5059271,-73.5560253,13 Notre-Dame St W,H2Y 1S5,1378
Ben & Florentine,3.9,45.457476,-73.862496,3555 Saint-Charles Blvd,H9H 3C4,282
Restaurant Trebbiano,4,45.539225,-73.509575,135 Rue Saint-Charles O,J4H 1C7,450
El Pastaman,4.5,45.5130433,-73.5591933,1212 Saint Denis St,H2X 3J5,326
Subway,4.2,45.4416064,-73.8900369,3410 Jean Yves St Unit E 2,H9J 2R6,85
Luciano Ristorante,4.4,45.458512,-73.5719101,4609 Rue de Verdun,H4G 1M6,142
Jacopo,4.2,45.507727,-73.5532787,436 Pl. Jacques-Cartier,H2Y 3B3,1040
La Belle Province,3.7,45.4567399,-73.8637695,3604 Saint-Charles Blvd,H9H 3C3,318
Aki Sushi Bar,4,45.3824852,-73.9547389,450 Bd Don-Quichotte,J7V 0J9,1
Comptoir 400,4.2,45.5073892,-73.5523246,400 Pl. Jacques-Cartier,H2Y 3W1,881
Place Tevere,2.7,45.4994684,-73.5666175,"800 DE, Rue De La Gauchetière O",H5A 1K6,7
Basha Restaurant,4.6,45.4571538,-73.8646084,3632 Saint-Charles Blvd,H9H 3C3,196
Yuzu sushi Express,4.2,45.386832,-73.961028,110 Bd Don-Quichotte,J7V 6L7,5
Les Moulins La Fayette,4.4,45.3907864,-73.9619024,381 Grand Boulevard,J7V 4X3,120
Kirkland Resto Bar,4.5,45.460367,-73.86694,3874 Saint-Charles Blvd,H9H 3C6,341
Messina,4,45.5370411,-73.5120716,329 Rue Saint-Charles O,J4H 1E5,714
Cafe Presto,4,45.4988366,-73.5727847,1244 Stanley St,H3B 2S7,122
Bistro Grace,4.6,45.4525642,-73.8869802,18425 Antoine-Faucon St,H9K 1M7,320
Restaurant Siciliana,3.9,45.4989493,-73.573139,1264 Stanley St,H3B 2S7,756
Pizzéria NO.900 - Griffintown,4.2,45.4919348,-73.5653922,1378 Notre-Dame St W,H3C 1K8,567
Restaurant Tbsp.,4.1,45.5019699,-73.5618691,901 Rue du Square-Victoria,H2Z 1R1,108
Bevo Bar + Pizzeria,4.3,45.5070202,-73.5532857,410 R. Saint-Vincent,H2Y 3A5,2122
Patzzi,4.4,45.5014758,-73.5692531,1 Pl. Monseigneur Charbonneau,H3B 2B6,14
Da Vinci Restaurant / Ristorante Da Vinci,4.4,45.4956322,-73.5747077,1180 Bishop St,H3G 2E3,491
Pizza Mia,4.3,45.4795961,-73.5768235,140 Atwater Ave,H4C 2G3,145
Fiorella,4,45.5016893,-73.5736656,980 Boul. de Maisonneuve Ouest O,H3A 1M5,171
Le Serpent,4.6,45.4976508,-73.5571227,257 Rue Prince,H3C 2N4,922
Aux Vivres Westmount,4.5,45.4782444,-73.6039374,4896 Sherbrooke St W,H3Z 1H1,509
Da Giovanni,3.9,45.5115388,-73.5625699,165 St Catherine St E,H2X 1K8,960
Restaurant Vivaldi,4.4,45.3060388,-73.251512,34 Rue Saint-Jacques,J3B 2J7,346
Villa Elina,5,45.4941342,-73.6900733,21700 Trans Canada Route,J7V 8P3,2
Elefanté,3.6,45.5013634,-73.5591494,420 Notre-Dame St W,H2Y 1V3,149
Salumi Vino,4.5,45.5099721,-73.5524526,358 Notre-Dame St. East,H2Y 1C7,366
Smoke Meat Pete,4.3,45.3958138,-73.9612779,283 1er Rue,J7V 5A1,3985
Biscotti e Cucina,4.8,45.5015095,-73.5672308,,,113
Fiorellino,4.1,45.5028652,-73.5635208,470 Rue De La Gauchetière O,H2Z 1E3,1498
Bellevue Resto-Grill,3.9,45.4034522,-73.9519805,102 Sainte Anne St,H9X 1L8,366
Brotelli Pasta Bar,4.2,45.4984579,-73.571219,"Tour CIBC, 1155 René-Lévesque Blvd W",H3B 3X7,71
Restaurant Le Gourmand,4.6,45.4292411,-73.8259763,42 Avenue Ste Anne,H9S 4P8,450
Restaurant Terracina,4.4,45.5660669,-73.7285417,1660 Bd de l'Avenir,H7S 2N4,142
Pizza Pizza,3.3,45.386774,-73.962719,106 Bd Don-Quichotte Suite 14,J7V 6L7,117
Gousto Bistro,4.6,45.535525,-73.5081028,360 Rue Saint-Jean,J4H 2X6,338
Metro Pizza (Pierrefonds),3.9,45.4668635,-73.8751042,4886 Saint-Charles Blvd,H9H 3E2,278
Courtyard by Marriott Montreal West Island/Baie D’Urfe,4.3,45.4263361,-73.9162919,20000 Trans-Canada Hwy,H9X 0B3,640
Little Caesars Pizza,4.1,45.4499333,-73.8571622,3066 Saint-Charles Blvd,H9H 3B7,307
Subway,3.3,51.6103373,-0.6446796,192 Maxwell Rd,HP9 1QU,60
Chef Veganessa Inc,4.7,45.4547951,-73.8586876,"16979, Route Transcanadienne",H9H 5J1,107
Zaza,4.6,51.6659039,-0.6164061,3 Whielden St,HP7 0HT,396
The Royal Standard of England,4.5,51.6186778,-0.6686586,,HP9 1XT,1901
Mangiafoco,4.4,45.504222,-73.5546802,105 Saint-Paul St W,H2Y 1Z5,684
Nora Gray,4.3,45.4931762,-73.5685398,1391 Rue Saint-Jacques,H3C 1H2,553
Osteria mkt,4.5,45.5038213,-73.5707385,1333 Blvd Robert-Bourassa,H3A 1T9,329
Fiorellino (Notre-Dame),4.1,45.4830404,-73.5748611,2472 Notre-Dame St W,H3J 1N5,146
Adamo Pizza,4.6,45.4733879,-73.5884276,4629 Notre-Dame St W,H4C 1S5,888
Beatrice,4.4,45.4970194,-73.5810282,1504 Sherbrooke St W,H3G 1L3,1091
Trattoria Cinecitta,4.4,45.4845485,-73.6320967,5220 Decarie Blvd,H3X 3Z6,210
Gentile Pizza Parlour,4,45.4868886,-73.5869233,4134 Saint-Catherine St,H3Z 2Y5,218
Elena,4.6,45.4698292,-73.5917121,5090 Notre-Dame St W,H4C 1T1,998
Mano Cornuto,4.5,45.4951136,-73.558456,988 Ottawa St,H3C 1S3,765
Lugano's,3.9,45.567942,-73.7291649,1723 Boulevard Saint-Martin O,H7S 1N2,931
Pizza Spanos,,45.4632098,-73.8699469,4559 Saint-Charles Blvd,H9H 3C7,0
Pizza De L'ile 2 Pour 1,3.5,45.394408,-73.9578274,125 Grand Boulevard,J7V 4W9,164
Basile Pizzeria,3.8,45.4031443,-73.950558,74 Sainte Anne St,H9X 1L9,323
Pizza Hut Kirkland,4.1,45.4427039,-73.8905311,3276 Jean Yves St,H9J 2R6,239
Restaurant Dorion,4.3,45.381146,-74.0162585,297 Bd Harwood,J7V 1Y6,393
Restaurant Le Surcouf,4.7,45.4033437,-73.9493816,51 Sainte Anne St,H9X 1L5,305
Le Balnéo Restaurant and Bar,4.6,45.3867744,-73.9627197,106 Boulevard Don Quichotte Locale 18,J7V 6L7,191
Pizzeria ADESSO,4,45.4029283,-73.9479336,39 Sainte Anne St,H9X 1L4,134
La Cantinetta,5,51.5551745,-0.6156132,"Carnegie Court, 14 Beaconsfield Rd",SL2 3PQ,2
LEON,4,51.5877631,-0.6276852,"2, Burtley Wood, A355 Windsor End M40 Junction",HP9 2SE,83
Luna Rossa,4.3,51.587605,-0.553855,24 Packhorse Rd,SL9 7DA,402
Di Paolo,4.7,51.5888727,-0.5510296,22-24 Oak End Way,SL9 8BR,214
The Crazy Bear Beaconsfield,4.1,51.6017197,-0.6377995,Wycombe End,HP9 1LX,2474
China Diner,4.5,51.6104017,-0.6453515,"7 The Highway, Station Rd",HP9 1QD,278
Sajna Indian Cuisine,3.8,51.6100834,-0.6454262,"Burkes Court, Station Rd",HP9 1QR,82
Jampee Thai Restaurant,4.5,51.6126607,-0.6463922,8 Warwick Rd,HP9 2PE,105
Fego Restaurant Beaconsfield,4.5,51.6117062,-0.6471516,2 Station Rd,HP9 2PB,450
Dolce Vita,4.6,51.5885738,-0.6837746,53 The Green,HP10 0EU,355
The Beech House,4.2,51.6129563,-0.6477897,17 Penn Rd,HP9 2PN,879
Pizza Express,3.7,51.5879418,-0.6280344,"Unit 11 M40 J2, Extra Services A355, Windsor End",HP9 2SE,120
Prime Steak & Grill,4.5,51.6103193,-0.6442516,180-182 Maxwell Rd,HP9 1QX,709
Giggling Squid - Beaconsfield,4.4,51.6017413,-0.6351101,22 London End,HP9 2JH,697
Angel of Mercia,4.9,51.6105467,-0.6467832,28-30 Gregories Rd,HP9 1HQ,53
@homePizza,4.6,51.6020071,-0.6366568,3 London End,HP9 2HN,40
Bacchus,4.3,51.6127594,-0.6471564,3 Warwick Rd,HP9 2PE,108
Due Forni,4.7,51.6011172,-0.6361375,"Due Forni, 11 Windsor End",HP9 2JJ,15
Nonna's Catering MTL,4.7,45.3951132,-73.9575717,95 Grand Boulevard,J7V 4X8,46
Mama Bravo Pizza & Grill,4,45.3876584,-73.9660537,475 Grand Boulevard Local 2,J7V 4X4,557
Pizza Express,4.2,51.6016981,-0.6359138,14 London End,HP9 2JH,217
Prelibato,4.4,51.6010872,-0.6361181,11 Windsor End,HP9 2JJ,84
Restaurant El Hornello,4.4,45.3803036,-74.0190333,401 Bd Harwood #1b,J7V 7W1,449
Cugini's Pizza,4.8,45.43205,-73.8648099,275 Elm Ave,H9W 2C8,129
Restaurant Farsa,4.3,45.53,-73.9286111,2952 Chem. d'Oka,J0N 1P0,303
Maiolo Montreal,4.4,45.495393,-73.582302,1800 Sherbrooke St W,H3H 1E5,115
Gia Vin & Grill,4.7,45.4772604,-73.5932604,1025 Rue Lenoir,H4C 2Z6,190
Cavallaro,4.6,45.4456297,-73.8530825,2754 Saint-Charles Blvd,H9H 3B6,92
Trattoria Lanni,4.4,45.4066689,-74.0349373,590 Av. Saint-Charles,J7V 8H2,543
Il Pranzetto Restaurant,4.5,45.50769,-73.562073,1111 Rue Saint-Urbain,H2Z 1Y2,128
Pizzalinni,4.3,45.4570628,-73.8645948,3626 Saint-Charles Blvd,H9H 3C3,187
Restaurant Copoli,4.4,45.4816667,-73.5923332,4458 Saint-Catherine St,H3Z 1R7,172
Subway,3.6,45.4174585,-73.9186058,90 Rue Morgan Unit A01012a,H9X 3A8,66
Ristorante Quattro,4.4,45.5058682,-73.5560493,17 Notre-Dame St W,H2Y 1S5,509
Restaurant Violet Angel,4.4,45.4040964,-73.9534127,150 Sainte Anne St,H9X 1M4,375
Pizzeria Casa Rita,4.5,45.4176485,-73.8897289,550 Beaconsfield Blvd,H9W 4E2,120
Quattro Piatti,4.5,45.502018,-73.560006,747 Rue du Square-Victoria,H2X 3Y9,57
Pizzeria Geppetto Notre-Dame,4.2,45.4827271,-73.5753154,2504 Notre-Dame St W,H3J 1N5,682
Sunnee’s Restaurant,5,45.4265004,-73.9162023,20000 Trans-Canada Hwy,H9X 0A2,2
Forno West (Westmount),4.4,45.4866009,-73.5884824,1235 Greene Ave,H3Z 2A4,164
Trattoria,4.7,45.4367678,-73.8978887,19787 Sainte Marie Rd,H9J 3L8,959
Trattoria Trestevere,4.5,45.4969811,-73.5748906,1237 Crescent St,H3G 2B1,313
Le Café Crème,4.1,45.478462,-73.601789,357 Victoria Ave,H3Z 2N1,145
Paradiso,4.9,45.4779625,-73.6016534,344 Victoria Ave,H3Z 2M8,28
La Cucina Di Tony,5,45.4776066,-73.6046188,4928 b Sherbrooke St W,H3Z 1H3,15
Cafe Gentile Westmount,3.8,45.4869479,-73.5869348,4126 Saint-Catherine St,H3Z 1P4,177
Bàcaro,4,45.4852019,-73.5888084,4259 Saint-Catherine St W,H3Z 1V5,410
Vago,4.3,45.487247,-73.590662,1336 Greene Ave,H3Z 2B1,232
Toucheh Restaurant,4.6,45.4776706,-73.6026855,351 Prince Albert Ave,H3Z 2N9,321
Restaurant Finocchio,4.3,45.5314559,-73.9270935,2955 Chem. d'Oka,J0N 1P0,229
Harvey's,4.1,45.4840016,-73.8603405,14855 Pierrefonds Blvd.,H9H 4M5,576
Grill Sélect,4.4,45.4456429,-73.853089,2756 Saint-Charles Blvd,H9H 3B6,536
Toujours Mikes,3.8,45.447943,-73.85327,2945 Saint-Charles Blvd,H9H 3B5,320
Vivaldi,4.5,45.5037181,-73.8414138,13071 Boul Gouin O,H8Z 1X1,698
Restaurant Casa Mare Enrg,4.3,45.4794193,-73.8653419,15714 Pierrefonds Blvd.,H9H 3P6,261
PASTA ANDREA,4.1,45.432881,-73.679989,1718 Bd Saint-Joseph,H8S 2N2,824
