Nom,totalScore,Latitude,Longitude,Rue,postalCode,reviewsCount
"Sahib Indian Restaurant - Dine-in, Take-Out & Delivery",4.2,45.4592786,-73.8236103,225B Hymus Blvd,H9R 1G4,1323
Koryo Korean Barbeque,4,45.464035,-73.8313499,6801 Route Trans Canadienne Unit FC03,H9R 5J2,145
Matsuno Sushi Fusion,4.2,45.4741,-73.8344694,3811 Boul. Saint-Jean,,2172
Maiko Sushi,4.5,45.4841921,-73.7957027,3339 Sources Blvd D,H9B 1Z8,1261
Phở Thành Restaurant,4.2,45.5037258,-73.8178788,4858 Sources Blvd,H8Y 3C7,557
Manchu Wok,3.5,45.464404,-73.831552,"6815 route Transcanadien FC09, Fairview Pointe Claire",H9R 5J2,70
Sushi St-Jean,3.6,45.4698357,-73.8320345,1000 Boul. Saint-Jean,H9R 5P1,2175
Restaurant Chez Lien,4,45.4721458,-73.8322905,3671 Boul. Saint-Jean,H9G 1X2,110
KIWAMI Sushi Bar & Sake House,4.4,47.6756615,-122.2062588,104 Kirkland Ave,98033,515
Pho Mignon,4.4,47.7126696,-122.1871698,12557 116th Ave NE,98034,568
Avocado Sushi du village,4.5,45.4291679,-73.8242029,270 Chem. du Bord-du-Lac-Lakeshore,H9S 4K9,345
Hoshi bbq coréen & sushi,4.4,45.4813709,-73.7967689,48-D Brunswick Blvd,H9R 4W3,409
Thai Golden Bowl,4.3,47.729456,-122.243278,14130 Juanita Dr NE #109,98034,192
Szechuan Supreme Inc,4.3,45.484497,-73.8029602,11710 Salaberry Blvd,H9B 2R8,38
Thumra Thai Restaurant,4.3,47.7124604,-122.1877084,12549 116th Ave NE,98034,175
颐香园 Impérial (西岛),1,45.4813489,-73.7959455,"2315h, Trans-Canada Hwy",H9R 5Z5,1
Dough Zone - Kirkland,4.4,47.6786631,-122.1982455,520 Uptown Ct,98033,162
Ken Zaburo,4.1,47.7085339,-122.1749145,12413 NE 124th St,98034,367
Hanuman Thai Cafe,4.2,47.676329,-122.2075159,115 Central Way,98033,286
Katoreya Sushi Restaurant,4.4,45.4652006,-73.7870336,1864 Sources Blvd,H9R 5B1,309
Mongolian Grill Kirkland,4.5,47.7057677,-122.2111481,9738 NE 117th Ln ste c,98034,594
Restaurant Impérial (Pointe-Claire),3.1,45.4808317,-73.7964517,"2315h, Trans-Canada Hwy",H9R 5Z5,55
Beijing O'Chef,3.9,47.676565,-122.2045604,206 Main St,98033,348
Noppakao | Thai Restaurant,3.9,47.705497,-122.2109511,9745 NE 117th Ln,98034,454
The Box & Burgers Eatery,4.7,47.7090757,-122.185157,12305 120th Ave NE suite c,98034,512
Thai Wisdom Bistro Kirkland,4.4,47.6797548,-122.1773861,8516 122nd Ave NE,98033,257
Great China Restaurant,4.3,47.7211111,-122.2083333,13501 100th Ave NE,98034,498
Spicy Talk Bistro Chinese Szechuan Food,4.5,47.7089033,-122.1851989,12305 120th Ave NE h,98034,382
Isarn Thai Soul Kitchen,4.4,47.6742781,-122.2058266,170 Lake St S,98033,1701
Yang’s Dumpling House,4,47.679582,-122.1773757,8510 122nd Ave NE,98033,353
Kalapaw,4.2,45.484254,-73.795811,3339 E Sources Blvd,H9B 1Z8,95
Emerald Garden Restaurant & Lounge,4.2,47.706708,-122.2097621,11842 98th Ave NE,98034,120
Fan Tang Asian Cafe,4.5,47.6659597,-122.1978738,10615 NE 68th St,98033,164
Vinason Pho Kitchen - Kirkland,4.2,47.67813,-122.1986033,499 Urban Plz,98033,111
SOI Thai Restaurant & Bar,4.3,47.6778818,-122.1985287,425 Urban Plz Ste 285,98033,116
Soupe Et Noodle,4.2,45.3609784,-73.7339648,83 Boulevard d'Anjou,J6J 2R1,117
Harmonie Orientale,4,45.4282555,-73.6294058,1615 Dollard Ave,H8N 1T3,170
Restaurant Yi Pin Xiang,4,45.5111798,-73.6774754,735 Decarie Blvd,H4L 3L3,339
Bangkok Express,3.9,45.4753247,-73.6233058,5645 Monkland Ave,H4A 1E2,646
Restaurant La Perle,4.1,45.4801722,-73.8427665,4230 Boul. Saint-Jean suite #109,H9H 3X4,261
Montrose Restaurant,3.4,45.4669372,-73.6387485,6550 Somerled Ave,H4V 1S9,125
Le Taklamakan,4.5,45.4407972,-73.6214825,7401 Newman Blvd A35,H8N 1X3,200
Montreal Chinese Crepes & Dumplings,4.7,45.4529474,-73.6451627,37 Westminster Ave N,H4X 1Y8,216
Kimbob Cafe,4.6,45.450292,-73.7678678,1771 Cardinal Ave,H9P 2W4,234
T & M Sushi Bar,4.6,45.4406947,-73.7297386,398 Chem. du Bord-du-Lac-Lakeshore,H9S 2A6,85
Restaurant Emeraude de Bangkok,4.2,45.4451975,-73.7213556,413 Av. Bourke,H9S 3W8,507
Chow's Restaurant,3.7,45.4448183,-73.7405871,335 Av. Dorval,H9S 3H6,425
Sammi & Soupe Dumpling - (Ste-Catherine St. O),4.4,45.4926923,-73.5807852,1909 Saint-Catherine St W,H3H 2E8,2440
Restaurant Park,4.7,45.4783516,-73.6029401,378 Victoria Ave,H3Z 2N4,3
Gourmet Taouk Da Fino's,3.7,45.487425,-73.5872682,1 Car Westmount,H3Z 2P9,7
Ono Pokii (poke) - Westmount,4.6,45.4779198,-73.6043902,4914 Sherbrooke St W,H3Z 1H3,281
Sushi Shop,3.3,45.476101,-73.607046,5133 Sherbrooke St W,H4A 1T2,176
Shushu Thai Bar À Nouille + Riz,4.9,45.4832963,-73.5748461,2455 Notre-Dame St W,H3J 1N6,63
Saint Sushi Westmount,4.4,45.4876824,-73.5907579,1359 Greene Ave,H3Z 2A9,303
Pick Thai,4.3,45.473579,-73.605118,5221 Boul. de Maisonneuve Ouest,H4A 0A4,425
Nouilles Dragon,4,45.4875284,-73.5873915,1 Westmount Sq,H3Z 2P9,14
Soba Restaurant,4.3,45.475,-73.6083332,5227 Sherbrooke St W,H4A 1T7,555
Sushi Bar Kim,4.5,45.4871901,-73.5881802,1 Westmount Sq,H3Z 2P9,121
Kashima sushi Restaurant,4.4,45.4864508,-73.5887137,1232 Greene Ave,H3Z 2A3,151
Park,4.3,45.4785112,-73.6027978,378 Victoria Ave,H3Z 2N4,1001
Ryu,4.4,45.4864598,-73.587807,4185 Saint-Catherine St,H3Z 3K2,253
Thai Bong,3,45.4872186,-73.5879546,"CA Québec Montréal, Westmount Sq",H3Z 2P9,2
Man Li Restaurant,3.6,45.5078103,-73.8204775,4991 Sources Blvd,H8Y 3E3,133
Szechuan Thai,4.5,45.4039588,-74.0317399,486 Av. Saint-Charles,J7V 2N7,2
Thai Express Restaurant Dollard-Des-Ormeaux,4,45.484256,-73.795583,"Promenades des Sources, 3339 Sources Blvd",H9B 1Z8,299
West Island Lanzhou Beef Noodles / West Island Nouilles au Boeuf de Lanzhou,4.7,45.4702391,-73.8312763,995 Boul. Saint-Jean,H9R 5M3,251
wok cafe des sources,3.8,45.4859382,-73.7998701,3510 Sources Blvd,H9B 1Z9,95
Subway,3.5,45.4174585,-73.9186058,90 Rue Morgan Unit A01012a,H9X 3A8,68
Ai Dumpling,4.4,45.4667907,-73.6388845,6592 Somerled Ave,H4V 1S9,268
Ming Pavillion,,45.484244,-73.629012,5255 Queen Mary Rd,H3W 2Z9,0
DELI BOYZ - Kosher,4.2,45.475526,-73.6658463,5800 Cavendish Blvd,H4W 2T5,75
Tchang Kiang by Yangtze,4,45.467883,-73.6205399,6066 Sherbrooke St W,H4A 1Y1,276
Restaurant Chez Ping,3.8,45.4424284,-73.6221739,7401 Newman Blvd,H8N 1X3,319
Kam Shing Van Horne Restaurant,4.3,45.4947932,-73.637542,4771 Ave Van Horne,H3W 1H8,659
Restaurant Souvenirs Thai,4.3,45.4134854,-74.0413963,980 Av. Saint-Charles,J7V 8P5,235
Dak Hing Barbecue,4.7,45.4952421,-73.6371092,4705 Ave Van Horne,H3W 1H8,213
Pekin Garden Restaurant,3.6,45.484244,-73.629012,5255 Queen Mary Rd,H3W 1Y3,374
Thai Express Restaurant Pointe-Claire,3.9,45.464035,-73.8313499,"CF Fairview, 6815 Trans-Canada Hwy",H9R 5J1,100
Yuan Lei Restaurant Gourmet,3.6,45.5041775,-73.8181124,4880 Sources Blvd,,134
Mui Mui Montréal,4.8,45.5331438,-73.6198701,149 Rue Jean-Talon O,H2R 2W9,192
Mama Dumplings - (Saint Jean),4.4,45.470768,-73.8317601,3597 Boul. Saint-Jean,H9G 1W9,403
Thai Express Saint-Charles Boulevard,4.1,45.448915,-73.85593,3006 Saint-Charles Blvd,H9H 3B7,238
Restaurant Hoai Huong,4.4,45.4915927,-73.6309427,5485 Victoria Ave,H3W 2P9,722
Double 8 Sushi,4.2,45.4653833,-73.6552063,7155 Côte Saint Luc Rd,H4V 1J2,77
Restaurant Mr. Spicy,4,45.4632395,-73.7833844,1701 Sources Blvd,H9R 5A2,665
Thai Express Restaurant Dollard-Des-Ormeaux,3.6,45.473541,-73.836343,3700 Boul. Saint-Jean,H9G 1X1,78
Metsuyan Sushi Express,4.1,45.475494,-73.6658729,5800 Cavendish Blvd,H4W 2T5,13
Wok Express,3.6,45.446023,-73.8143991,303 Boul. Saint-Jean,H9R 3J1,60
Sushi Sama,4.2,45.4704176,-73.6491338,6606 Côte Saint Luc Rd,H4V 1G8,39
Thai Express Restaurant Kirkland,3.5,45.4416366,-73.8900464,3410 Jean Yves St,H9J 2R6,149
Super Noodles,3.9,45.4796105,-73.6241843,5397 Côte Saint Luc Rd,H3X 2C3,140
Knot d'Asie,4.4,45.4058337,-74.0413559,3200 Bd de la Gare Suite 100,J7V 9R2,60
Fay Wong,3.8,45.465732,-73.6533975,7020 Côte Saint Luc Rd,H4V 1J3,228
Wok Cafe Kirkland,3.8,45.4580365,-73.8627326,118 Rue du Barry,H9H 4P8,583
Thai Express Restaurant L'Île-Perrot,2.9,45.387887,-73.9622691,100 Bd Don-Quichotte,J7V 6L7,225
Sunnee’s Restaurant,5,45.4265004,-73.9162023,20000 Trans-Canada Hwy,H9X 0A2,2
