Nom,Rue,postalCode,Latitude,Longitude,reviewsCount,totalScore
Restaurant le Colbert,1235 Rue Jean-Talon E,H2R 1W1,45.5437425,-73.6110972,389,4.3
Restaurant Da Lillo,615 Rue Jarry E,H2P 1V8,45.544635,-73.6281821,749,4.3
Osteria Gallo,7950 Rue St-Hubert,H2R 2P3,45.5454577,-73.6244166,146,4.8
Stella pizzeria,1100 Rue Bélanger,H2S 2H3,45.5410421,-73.6081784,78,4.7
Restaurant Panzzerotti,2115 Rue Jean-Talon E,H2E 1V4,45.550559,-73.6049599,299,4.6
Chez Dany Pizza,4348 R. Saint-Denis,H2J 2K8,45.5227246,-73.5806002,286,3.9
Miteras Pizzeria,2320 Bd Rosemont,H2G 1T8,45.5446631,-73.587619,237,3.9
Asie Express,4949 Boul Métropolitain E,H1R 1Z6,45.5787447,-73.5930618,1,3
Elvita Cuisine Fusion Italienne,2931 Rue Masson,H1Y 1X5,45.5484703,-73.5748761,221,4.7
Danmich (Le) Enr,5199 R. Sherbrooke E,H1N 1A3,45.5686781,-73.5532023,1,5
Restaurant La Corvette,2801 Rue Masson,H1Y 2S8,45.5471227,-73.5756414,351,4.2
Enoteca Monza Pizzeria Moderna,5660 R. Sherbrooke E,H1N 1A1,45.572415,-73.5487984,502,4.5
Place Tevere,7999 Bd des Galeries d'Anjou,H1M 1W6,45.6006202,-73.5635113,42,3.2
Pizza Center,1992 Rue Wellington,H3K 1W6,45.4793534,-73.5585437,147,3.6
Graffiti's Restaurant-Bar,8100 Av. de Neuville,H1J 2T2,45.5988121,-73.572716,9,2.4
Restaurant Salerno,6105 Rue Bélanger,H1T 3T4,45.5852797,-73.5708359,14,4.6
Pizza Stromboli,5550 Rue Fullum,H2G 2H4,45.5426038,-73.5819691,10,4.3
Semolina,8500 Bd Parkway,H1J 1N1,45.6136514,-73.5642975,135,4.5
BOSSA Prêt à manger,4354 Rue Wellington,H4G 1W4,45.4604124,-73.5670967,988,4.8
Jarry Smoked Meat,6549 Rue Jarry E,H1P 1W2,45.5957405,-73.581228,3439,4.3
Tomate Basilic Pointe aux Trembles,12585 R. Sherbrooke E,H1B 1C8,45.6509867,-73.5120378,1220,4.4
Pizza Dagostino,7470 Bd Maurice-Duplessis,H1E 3Y1,45.6247836,-73.5989825,248,4.5
Resto Capucine,7000 Bd Maurice-Duplessis,H1G 0A1,45.619387,-73.6095141,89,4.4
Café Bar Sambuca,9597 Bd Maurice-Duplessis,H1E 4M6,45.650805,-73.5622336,150,4.5
Restaurant Le Surfin Inc,8005 Av. André Ampère,H1E 2W6,45.6351418,-73.5929537,252,3.6
Pizzeria Etc,7303 Boul Henri-Bourassa E,H1E 2Z6,45.6174677,-73.5936881,150,4.4
Restaurant Momesso,5562 Chem. Upper Lachine,H4A 2A7,45.4698056,-73.6080972,562,4.5
Prima Luna,7301 Boul Henri-Bourassa E,H1E 2Z6,45.6173799,-73.5939941,600,4.4
Pizzeria Cortina,8660 Bd Maurice-Duplessis,H1E 3L1,45.638789,-73.579428,233,4.2
Hollywood Pizzeria,8011 Av. Blaise-Pascal,H1E 3X7,45.6295892,-73.5867298,251,4.2
Restaurant Le Rivage,6880 Boul. Gouin E,H1G 6L8,45.6278278,-73.6202373,0,
alssoumarinspizza,8287 Bd Maurice-Duplessis,H1E 3B5,45.635017,-73.585977,238,3.4
Restaurant Pizzarella,9580 Boul Henri-Bourassa E,H1E 2S4,45.6425737,-73.5552433,193,4.3
Restaurant San Marzano,11935 Av. Rita-Levi-Montalcini,H1E 5K7,45.6381607,-73.5795338,162,4.5
Restaurant L'Académie,7275 Bd des Galeries d'Anjou,H1M 2W2,45.597257,-73.561709,1554,3.8
Resto Pub Marco Polo,7985 Ave Marco-Polo,H1E 1N8,45.6264039,-73.5839113,326,4.2
Café Danesi,7244 Bd Maurice-Duplessis,H1E 4A7,45.6233899,-73.6019298,167,4.5
Pizza Poulet New York,6352 Rue Pascal,H1G 1T5,45.6175938,-73.6201361,601,3.6
La Maison Kam Bo,,,45.603494,-73.6286954,0,
Café J&J,7151 Rue Jean-Talon E,H1M 3N8,45.5986938,-73.5701338,3,4.3
Restaurant Nouveau Paragon Beaubien,6491 Rue Beaubien E,H1M 1B1,45.5871657,-73.5616835,123,4.2
Pizza bellechasse,1315 Rue de Bellechasse,H2G 1N8,45.538822,-73.596377,153,4.3
Restaurant Abruzzo,2131 Rue Sainte-Catherine E,H2K 2H9,45.5255154,-73.549955,217,4.5
Café Buongiorno,5833 Rue Jean-Talon E,H1S 1M4,45.5855152,-73.5802969,57,4.7
Du Boucher a la Table,4919 Rue Jarry E,H1R 1Y1,45.5799298,-73.5960971,716,4.5
La Panzeria Café - Panzerotti - Cuisine,4084 R. Saint-Denis,H2W 2M5,45.5208609,-73.5766261,331,4.8
Cafeteria Nonnini,2043 Rue Parthenais,,45.529874,-73.556705,48,3.8
"Pizzeria NO.900 - Laurier, Montréal",1481 Avenue Laurier E,H2J 1H8,45.5344502,-73.5831626,625,4.4
Resto Mini Moushi,3917 R. Saint-Denis,H2W 2M3,45.5202266,-73.5742095,0,
BOSSA Prêt à manger,3136 Rue Masson,H1Y 1X8,45.5495144,-73.5736802,247,4.8
Sherbrooke Pizza,6371 R. Sherbrooke E,H1N 1C4,45.580443,-73.5450167,322,3.3
Bistro 360,3353 Rue Ontario E,H1W 1P8,45.5428223,-73.5463611,299,4.3
Diabolissimo,1256 Avenue du Mont-Royal E,H2J 1Y3,45.5293644,-73.5776784,127,4.8
Café bistro Napoli,8865 Rue Hochelaga,H1L 2N3,45.6032576,-73.5189796,86,4.5
Pizza 4 Frères,6646 Rue Beaubien E,H1M 3B3,45.5887641,-73.5598754,432,4.1
Restaurant Homa - Apportez votre vin,6830 Rue Hochelaga,H1N 1Y4,45.5813701,-73.5309443,259,4.3
Café Pura Felicità traiteur,2555 Rue Bélanger,H1Y 1A3,45.5530618,-73.5978188,44,4.9
Pizza Madona,8657 Av. Chaumont,H1K 1N5,45.6101585,-73.5476831,130,4.3
Restaurant Il Mulino,236 Rue Saint-Zotique E,H2S 1L2,45.5338047,-73.6098032,0,
La Piazzetta Sainte-Catherine,1101 Rue Sainte-Catherine E,H2L 2G6,45.517692,-73.5571061,893,4
Industria Pizzeria + Bar,"Les Galeries d'Anjou, 7999 Bd des Galeries d'Anjou",H1M 1W9,45.600662,-73.564402,776,4.1
Champion 2 pour 1 Pizza,3571 Rue Beaubien E,H1X 1H1,45.557892,-73.5840193,459,3.6
Gerry's Delicatessen,3982 Rue Ontario E,H1W 1S9,45.5493194,-73.5416597,1330,3.9
Pizza YE,8715 R. Sherbrooke E,H1L 1C1,45.6045547,-73.5305616,319,4.2
Broadway Pizza,8655 R. Sherbrooke E,H1L 1B8,45.6037786,-73.5310839,470,3.5
Nouveau Chaumont,8621 Av. Chaumont,H1K 1N3,45.609809,-73.548106,134,4.2
Restaurant Edouardo,334 Terr. St Denis,H2X 1E6,45.515964,-73.5668164,0,
Café Dei Campi,6201 Rue Chabot,H2G 2T3,45.5428618,-73.5923341,586,4.8
Restaurant Le Saint-Jacques,6001 Rue de Jumonville,H1M 1R5,45.57812,-73.5499647,308,4.8
Surprise Pizza,7868 R. Sherbrooke E,H1L 1A5,45.5955598,-73.5347437,184,4
ACROPOLIS PIZZA - Resto Grec / Italien,7291 Av. de la Malicorne,H1M 1H2,45.5940501,-73.5499639,423,3.6
Le Restaurant New Milano,6625 Rue de Marseille,H1N 1M1,45.5815544,-73.539505,308,4.1
Pizza Madona,2002 Rue Frontenac,H2K 1W5,45.5330207,-73.5528586,130,3.9
Place Tevere,7275 R. Sherbrooke E,H1M 2S5,45.5916674,-73.5414882,19,3.1
Pizza Mega,1856 Avenue du Mont-Royal E,H2H 1J1,45.5334826,-73.5739079,187,4
Pacini Langelier,6583 R. Sherbrooke E,H1N 1C5,45.5823283,-73.543642,1410,4
Restaurant Panuozzo,3820 Boul. Saint-Laurent,H2W 1X6,45.5155718,-73.5766009,226,4.6
Restaurant Pizzeria Hochelaga,4743 Rue Hochelaga,H1V 1E2,45.5593846,-73.5441493,350,4.1
Café Bistro Roccella,1322 Avenue Laurier E,H2J 1H3,45.5332378,-73.5838209,19,4.8
Restaurant Sandhu,4548 Av. Papineau,H2H 1V3,45.5331631,-73.5755876,712,3.9
Pizza Tifosi Rachel,2113 Rue Rachel E,H2H 1R1,45.533032,-73.5673489,949,4
Heirloom Vin & Pizza,3991 Rue Ontario E,H1W 1T1,45.5493972,-73.5420583,1148,4.5
Eduardo Duluth,404 Av. Duluth E,H2L 1A3,45.5209817,-73.5755734,613,4
Le Rose-Marie,"Entrée sur Maisonneuve, 1550 Rue Fullum",H2K 3M4,45.5277986,-73.5497258,279,4.6
Rooftop Bates Restaurant,184 Ch. Bates,H2V 1B2,45.5163448,-73.6274538,11,4.8
BarBara,4450 Notre-Dame St W,H4C 1S1,45.4743389,-73.5871973,508,4.2
Sorino (Apportez votre vin - BYOW),411 Av. Duluth E,H2W 2M7,45.5210878,-73.575721,133,4.5
Restaurant Fugazzi,1886 Rue Centre,H3K 1H9,45.4825856,-73.5623547,701,4.4
Toro Rosso,1453 Rue Sainte-Catherine E,H2L 2H8,45.520728,-73.5542722,569,4
Bacaro Pizzeria - Plateau Mont-Royal,1302 Avenue du Mont-Royal E,H2J 1Y5,45.5297527,-73.5771627,224,3.8
3 Coeurs,8640 Av. Chaumont,H1K 1N5,45.6098986,-73.5475333,366,3.7
Bacaro Pizzeria - St-Léonard,6820 Rue Jean-Talon E,H1S 0A5,45.5949813,-73.5719869,265,4.3
Resto Chez Tony,6083 Rue Bélanger,H1T 3T4,45.5851273,-73.570944,13,4.6
Pizza Ekoo,11861 Bd Langelier,,45.6177753,-73.6151489,142,3.7
La Maison Des Pâtes Fraîches,1887 Avenue du Mont-Royal E,H2H 2N9,45.533918,-73.573915,119,4.3
Café restaurant italien,5182 Rue Jarry E,H1R 1Y4,45.5820142,-73.5929774,0,
Gastronomia Roberto,2227 Rue Bélanger,H2G 1C4,45.5495732,-73.6008779,248,4.3
Restaurant Shekz,7272 Bd Maurice-Duplessis,H1E 4A7,45.6234916,-73.6011289,185,4.2
Forketta Épicerie Gourmet,3589 Rue Beaubien E,H1X 1H1,45.558003,-73.5840266,47,4.8
La Patatheque,13640 R. Sherbrooke E,H1A 4B2,45.6640343,-73.5063928,251,3.9
Restaurant La Veranda pizzeria,6363 Boul Henri-Bourassa E,H1G 2V5,45.6097417,-73.6114449,172,4.4
Champion Pizza - Pointe-Aux-Trembles,1411 Bd Saint-Jean-Baptiste,H1B 5K5,45.6425152,-73.5037773,226,2.6
Ciociaro Sport Bar,8868 Boul Langelier,H1P 3C8,45.6007745,-73.5962288,575,4.5
Boucherie Massimo,6395 Bd Robert,H1P 1N2,45.5966204,-73.5882553,5,4.6
Restaurant La Flamberge,5600 Boul Henri-Bourassa E,H1G 2T3,45.6052259,-73.6212914,636,3.9
